Date,Cases-Total: Δ=Daily-Change,Deaths-Total: Δ=Daily-Change
2021-05-12,65857: Δ=124,1711: Δ=1
2021-05-11,65733: Δ=27,1710: Δ=0
2021-05-10,65706: Δ=69,1710: Δ=0
2021-05-09,65637: Δ=86,1710: Δ=0
2021-05-08,65551: Δ=83,1710: Δ=1
2021-05-07,65468: Δ=111,1709: Δ=1
2021-05-06,65357: Δ=101,1708: Δ=0
2021-05-05,65256: Δ=117,1708: Δ=3
2021-05-04,65139: Δ=97,1705: Δ=2
2021-05-03,65042: Δ=57,1703: Δ=2
2021-05-02,64985: Δ=94,1701: Δ=1
2021-05-01,64891: Δ=142,1700: Δ=0
2021-04-30,64749: Δ=132,1700: Δ=4
2021-04-29,64617: Δ=103,1696: Δ=5
2021-04-28,64514: Δ=165,1691: Δ=2
2021-04-27,64349: Δ=116,1689: Δ=2
2021-04-26,64233: Δ=68,1687: Δ=3
2021-04-25,64165: Δ=119,1684: Δ=1
2021-04-24,64046: Δ=159,1683: Δ=2
2021-04-23,63887: Δ=129,1681: Δ=4
2021-04-22,63758: Δ=167,1677: Δ=7
2021-04-21,63591: Δ=148,1670: Δ=0
2021-04-20,63443: Δ=101,1670: Δ=0
2021-04-19,63342: Δ=133,1670: Δ=3
2021-04-18,63209: Δ=147,1667: Δ=0
2021-04-17,63062: Δ=190,1667: Δ=1
2021-04-16,62872: Δ=205,1666: Δ=2
2021-04-15,62667: Δ=197,1664: Δ=0
2021-04-14,62470: Δ=266,1664: Δ=2
2021-04-13,62204: Δ=139,1662: Δ=3
2021-04-12,62065: Δ=118,1659: Δ=0
2021-04-11,61947: Δ=188,1659: Δ=1
2021-04-10,61759: Δ=188,1658: Δ=1
2021-04-09,61571: Δ=191,1657: Δ=1
2021-04-08,61380: Δ=228,1656: Δ=0
2021-04-07,61152: Δ=184,1656: Δ=2
2021-04-06,60968: Δ=141,1654: Δ=1
2021-04-05,60827: Δ=278,1653: Δ=3
2021-04-04,60549: Δ=0,1650: Δ=0
2021-04-03,60549: Δ=213,1650: Δ=5
2021-04-02,60336: Δ=191,1645: Δ=3
2021-04-01,60145: Δ=228,1642: Δ=5
2021-03-31,59917: Δ=190,1637: Δ=6
2021-03-30,59727: Δ=223,1631: Δ=2
2021-03-29,59504: Δ=126,1629: Δ=1
2021-03-28,59378: Δ=179,1628: Δ=1
2021-03-27,59199: Δ=207,1627: Δ=4
2021-03-26,58992: Δ=208,1623: Δ=10
2021-03-25,58784: Δ=200,1613: Δ=7
2021-03-24,58584: Δ=192,1606: Δ=4
2021-03-23,58392: Δ=196,1602: Δ=1
2021-03-22,58196: Δ=74,1601: Δ=5
2021-03-21,58122: Δ=162,1596: Δ=7
2021-03-20,57960: Δ=174,1589: Δ=3
2021-03-19,57786: Δ=174,1586: Δ=3
2021-03-18,57612: Δ=123,1583: Δ=1
2021-03-17,57489: Δ=171,1582: Δ=2
2021-03-16,57318: Δ=65,1580: Δ=2
2021-03-15,57253: Δ=76,1578: Δ=4
2021-03-14,57177: Δ=123,1574: Δ=1
2021-03-13,57054: Δ=115,1573: Δ=7
2021-03-12,56939: Δ=123,1566: Δ=4
2021-03-11,56816: Δ=130,1562: Δ=6
2021-03-10,56686: Δ=111,1556: Δ=6
2021-03-09,56575: Δ=94,1550: Δ=5
2021-03-08,56481: Δ=77,1545: Δ=2
2021-03-07,56404: Δ=99,1543: Δ=10
2021-03-06,56305: Δ=133,1533: Δ=6
2021-03-05,56172: Δ=127,1527: Δ=2
2021-03-04,56045: Δ=111,1525: Δ=5
2021-03-03,55934: Δ=106,1520: Δ=11
2021-03-02,55828: Δ=4,1509: Δ=4
2021-03-01,55824: Δ=90,1505: Δ=4
2021-02-28,55734: Δ=130,1501: Δ=8
2021-02-27,55604: Δ=123,1493: Δ=7
2021-02-26,55481: Δ=125,1486: Δ=4
2021-02-25,55356: Δ=154,1482: Δ=3
2021-02-24,55202: Δ=122,1479: Δ=7
2021-02-23,55080: Δ=133,1472: Δ=4
2021-02-22,54947: Δ=122,1468: Δ=2
2021-02-21,54825: Δ=105,1466: Δ=4
2021-02-20,54720: Δ=165,1462: Δ=6
2021-02-19,54555: Δ=129,1456: Δ=3
2021-02-18,54426: Δ=174,1453: Δ=5
2021-02-17,54252: Δ=140,1448: Δ=0
2021-02-16,54112: Δ=93,1448: Δ=6
2021-02-15,54019: Δ=151,1442: Δ=3
2021-02-14,53868: Δ=190,1439: Δ=7
2021-02-13,53678: Δ=210,1432: Δ=9
2021-02-12,53468: Δ=225,1423: Δ=11
2021-02-11,53243: Δ=232,1412: Δ=9
2021-02-10,53011: Δ=179,1403: Δ=7
2021-02-09,52832: Δ=153,1396: Δ=9
2021-02-08,52679: Δ=134,1387: Δ=3
2021-02-07,52545: Δ=287,1384: Δ=6
2021-02-06,52258: Δ=399,1378: Δ=8
2021-02-05,51859: Δ=348,1370: Δ=8
2021-02-04,51511: Δ=347,1362: Δ=8
2021-02-03,51164: Δ=379,1354: Δ=4
2021-02-02,50785: Δ=285,1350: Δ=6
2021-02-01,50500: Δ=239,1344: Δ=3
2021-01-31,50261: Δ=275,1341: Δ=8
2021-01-30,49986: Δ=445,1333: Δ=8
2021-01-29,49541: Δ=323,1325: Δ=13
2021-01-28,49218: Δ=443,1312: Δ=3
2021-01-27,48775: Δ=300,1309: Δ=12
2021-01-26,48475: Δ=279,1297: Δ=6
2021-01-25,48196: Δ=358,1291: Δ=8
2021-01-24,47838: Δ=439,1283: Δ=7
2021-01-23,47399: Δ=462,1276: Δ=10
2021-01-22,46937: Δ=592,1266: Δ=10
2021-01-21,46345: Δ=498,1256: Δ=5
2021-01-20,45847: Δ=408,1251: Δ=9
2021-01-19,45439: Δ=327,1242: Δ=5
2021-01-18,45112: Δ=415,1237: Δ=14
2021-01-17,44697: Δ=459,1223: Δ=12
2021-01-16,44238: Δ=595,1211: Δ=6
2021-01-15,43643: Δ=495,1205: Δ=9
2021-01-14,43148: Δ=641,1196: Δ=11
2021-01-13,42507: Δ=609,1185: Δ=9
2021-01-12,41898: Δ=601,1176: Δ=8
2021-01-11,41297: Δ=477,1168: Δ=4
2021-01-10,40820: Δ=686,1164: Δ=6
2021-01-09,40134: Δ=879,1158: Δ=16
2021-01-08,39255: Δ=836,1142: Δ=10
2021-01-07,38419: Δ=718,1132: Δ=9
2021-01-06,37701: Δ=744,1123: Δ=16
2021-01-05,36957: Δ=455,1107: Δ=11
2021-01-04,36502: Δ=428,1096: Δ=7
2021-01-03,36074: Δ=353,1089: Δ=10
2021-01-02,35721: Δ=1066,1079: Δ=8
2021-01-01,34655: Δ=0,1071: Δ=0
2020-12-31,34655: Δ=749,1071: Δ=12
2020-12-30,33906: Δ=634,1059: Δ=12
2020-12-29,33272: Δ=430,1047: Δ=6
2020-12-28,32842: Δ=502,1041: Δ=5
2020-12-27,32340: Δ=282,1036: Δ=17
2020-12-26,32058: Δ=927,1019: Δ=3
2020-12-25,31131: Δ=0,1016: Δ=0
2020-12-24,31131: Δ=564,1016: Δ=6
2020-12-23,30567: Δ=450,1010: Δ=5
2020-12-22,30117: Δ=243,1005: Δ=5
2020-12-21,29874: Δ=446,1000: Δ=5
2020-12-20,29428: Δ=350,995: Δ=2
2020-12-19,29078: Δ=563,993: Δ=4
2020-12-18,28515: Δ=513,989: Δ=10
2020-12-17,28002: Δ=451,979: Δ=2
2020-12-16,27551: Δ=661,977: Δ=9
2020-12-15,26890: Δ=459,968: Δ=7
2020-12-14,26431: Δ=277,961: Δ=8
2020-12-13,26154: Δ=386,953: Δ=5
2020-12-12,25768: Δ=487,948: Δ=15
2020-12-11,25281: Δ=683,933: Δ=12
2020-12-10,24598: Δ=441,921: Δ=4
2020-12-09,24157: Δ=884,917: Δ=11
2020-12-08,23273: Δ=276,906: Δ=10
2020-12-07,22997: Δ=278,896: Δ=6
2020-12-06,22719: Δ=409,890: Δ=5
2020-12-05,22310: Δ=491,885: Δ=8
2020-12-04,21819: Δ=451,877: Δ=4
2020-12-03,21368: Δ=817,873: Δ=5
2020-12-02,20551: Δ=530,868: Δ=6
2020-12-01,20021: Δ=217,862: Δ=6
2020-11-30,19804: Δ=83,856: Δ=3
2020-11-29,19721: Δ=170,853: Δ=7
2020-11-28,19551: Δ=298,846: Δ=3
2020-11-27,19253: Δ=501,843: Δ=2
2020-11-26,18752: Δ=0,841: Δ=0
2020-11-25,18752: Δ=341,841: Δ=7
2020-11-24,18411: Δ=184,834: Δ=4
2020-11-23,18227: Δ=209,830: Δ=2
2020-11-22,18018: Δ=300,828: Δ=1
2020-11-21,17718: Δ=381,827: Δ=2
2020-11-20,17337: Δ=209,825: Δ=4
2020-11-19,17128: Δ=337,821: Δ=6
2020-11-18,16791: Δ=394,815: Δ=8
2020-11-17,16397: Δ=251,807: Δ=2
2020-11-16,16146: Δ=227,805: Δ=6
2020-11-15,15919: Δ=196,799: Δ=7
2020-11-14,15723: Δ=329,792: Δ=3
2020-11-13,15394: Δ=321,789: Δ=4
2020-11-12,15073: Δ=246,785: Δ=1
2020-11-11,14827: Δ=364,784: Δ=4
2020-11-10,14463: Δ=292,780: Δ=3
2020-11-09,14171: Δ=106,777: Δ=3
2020-11-08,14065: Δ=189,774: Δ=1
2020-11-07,13876: Δ=219,773: Δ=2
2020-11-06,13657: Δ=217,771: Δ=0
2020-11-05,13440: Δ=201,771: Δ=2
2020-11-04,13239: Δ=229,769: Δ=3
2020-11-03,13010: Δ=93,766: Δ=2
2020-11-02,12917: Δ=105,764: Δ=1
2020-11-01,12812: Δ=104,763: Δ=2
2020-10-31,12708: Δ=175,761: Δ=4
2020-10-30,12533: Δ=195,757: Δ=5
2020-10-29,12338: Δ=171,752: Δ=2
2020-10-28,12167: Δ=181,750: Δ=7
2020-10-27,11986: Δ=108,743: Δ=0
2020-10-26,11878: Δ=160,743: Δ=2
2020-10-25,11718: Δ=150,741: Δ=4
2020-10-24,11568: Δ=117,737: Δ=2
2020-10-23,11451: Δ=117,735: Δ=0
2020-10-22,11334: Δ=164,735: Δ=2
2020-10-21,11170: Δ=44,733: Δ=1
2020-10-20,11126: Δ=80,732: Δ=0
2020-10-19,11046: Δ=61,732: Δ=1
2020-10-18,10985: Δ=66,731: Δ=0
2020-10-17,10919: Δ=55,731: Δ=2
2020-10-16,10864: Δ=36,729: Δ=2
2020-10-15,10828: Δ=51,727: Δ=2
2020-10-14,10777: Δ=38,725: Δ=0
2020-10-13,10739: Δ=69,725: Δ=1
2020-10-12,10670: Δ=71,724: Δ=3
2020-10-11,10599: Δ=44,721: Δ=3
2020-10-10,10555: Δ=44,718: Δ=1
2020-10-09,10511: Δ=59,717: Δ=1
2020-10-08,10452: Δ=29,716: Δ=1
2020-10-07,10423: Δ=37,715: Δ=6
2020-10-06,10386: Δ=46,709: Δ=3
2020-10-05,10340: Δ=29,706: Δ=3
2020-10-04,10311: Δ=42,703: Δ=1
2020-10-03,10269: Δ=43,702: Δ=0
2020-10-02,10226: Δ=65,702: Δ=0
2020-10-01,10161: Δ=47,702: Δ=1
2020-09-30,10114: Δ=40,701: Δ=4
2020-09-29,10074: Δ=24,697: Δ=0
2020-09-28,10050: Δ=32,697: Δ=0
2020-09-27,10018: Δ=37,697: Δ=1
2020-09-26,9981: Δ=55,696: Δ=1
2020-09-25,9926: Δ=31,695: Δ=3
2020-09-24,9895: Δ=37,692: Δ=2
2020-09-23,9858: Δ=32,690: Δ=4
2020-09-22,9826: Δ=15,686: Δ=1
2020-09-21,9811: Δ=23,685: Δ=0
2020-09-20,9788: Δ=42,685: Δ=2
2020-09-19,9746: Δ=46,683: Δ=3
2020-09-18,9700: Δ=43,680: Δ=3
2020-09-17,9657: Δ=58,677: Δ=2
2020-09-16,9599: Δ=34,675: Δ=0
2020-09-15,9565: Δ=22,675: Δ=1
2020-09-14,9543: Δ=18,674: Δ=1
2020-09-13,9525: Δ=21,673: Δ=0
2020-09-12,9504: Δ=26,673: Δ=2
2020-09-11,9478: Δ=30,671: Δ=1
2020-09-10,9448: Δ=30,670: Δ=2
2020-09-09,9418: Δ=9,668: Δ=0
2020-09-08,9409: Δ=16,668: Δ=1
2020-09-07,9393: Δ=28,667: Δ=3
2020-09-06,9365: Δ=25,664: Δ=2
2020-09-05,9340: Δ=44,662: Δ=1
2020-09-04,9296: Δ=44,661: Δ=2
2020-09-03,9252: Δ=41,659: Δ=4
2020-09-02,9211: Δ=-613,655: Δ=-4
2020-09-01,9824: Δ=34,659: Δ=0
2020-08-31,9790: Δ=33,659: Δ=0
2020-08-30,9757: Δ=13,659: Δ=2
2020-08-29,9744: Δ=45,657: Δ=0
2020-08-28,9699: Δ=28,657: Δ=2
2020-08-27,9671: Δ=29,655: Δ=2
2020-08-26,9642: Δ=21,653: Δ=1
2020-08-25,9621: Δ=18,652: Δ=2
2020-08-24,9603: Δ=35,650: Δ=0
2020-08-23,9568: Δ=0,650: Δ=0
2020-08-22,9568: Δ=4,650: Δ=1
2020-08-21,9564: Δ=36,649: Δ=4
2020-08-20,9528: Δ=15,645: Δ=1
2020-08-19,9513: Δ=105,644: Δ=7
2020-08-18,9408: Δ=0,637: Δ=0
2020-08-17,9408: Δ=0,637: Δ=0
2020-08-16,9408: Δ=0,637: Δ=0
2020-08-15,9408: Δ=0,637: Δ=0
2020-08-14,9408: Δ=0,637: Δ=0
2020-08-13,9408: Δ=0,637: Δ=0
2020-08-12,9408: Δ=0,637: Δ=0
2020-08-11,9408: Δ=37,637: Δ=2
2020-08-10,9371: Δ=16,635: Δ=1
2020-08-09,9355: Δ=31,634: Δ=2
2020-08-08,9324: Δ=29,632: Δ=0
2020-08-07,9295: Δ=23,632: Δ=3
2020-08-06,9272: Δ=17,629: Δ=3
2020-08-05,9255: Δ=31,626: Δ=0
2020-08-04,9224: Δ=71,626: Δ=0
2020-08-03,9153: Δ=29,626: Δ=1
2020-08-02,9124: Δ=36,625: Δ=2
2020-08-01,9088: Δ=15,623: Δ=0
2020-07-31,9073: Δ=44,623: Δ=0
2020-07-30,9029: Δ=42,623: Δ=1
2020-07-29,8987: Δ=55,622: Δ=1
2020-07-28,8932: Δ=25,621: Δ=4
2020-07-27,8907: Δ=25,617: Δ=0
2020-07-26,8882: Δ=39,617: Δ=1
2020-07-25,8843: Δ=27,616: Δ=0
2020-07-24,8816: Δ=28,616: Δ=1
2020-07-23,8788: Δ=27,615: Δ=0
2020-07-22,8761: Δ=16,615: Δ=2
2020-07-21,8745: Δ=26,613: Δ=3
2020-07-20,8719: Δ=38,610: Δ=1
2020-07-19,8681: Δ=28,609: Δ=1
2020-07-18,8653: Δ=16,608: Δ=1
2020-07-17,8637: Δ=44,607: Δ=4
2020-07-16,8593: Δ=35,603: Δ=0
2020-07-15,8558: Δ=31,603: Δ=2
2020-07-14,8527: Δ=36,601: Δ=0
2020-07-13,8491: Δ=31,601: Δ=0
2020-07-12,8460: Δ=18,601: Δ=3
2020-07-11,8442: Δ=16,598: Δ=2
2020-07-10,8426: Δ=27,596: Δ=2
2020-07-09,8399: Δ=34,594: Δ=2
2020-07-08,8365: Δ=17,592: Δ=0
2020-07-07,8348: Δ=17,592: Δ=0
2020-07-06,8331: Δ=10,592: Δ=2
2020-07-05,8321: Δ=10,590: Δ=0
2020-07-04,8311: Δ=16,590: Δ=3
2020-07-03,8295: Δ=31,587: Δ=0
2020-07-02,8264: Δ=28,587: Δ=12
2020-07-01,8236: Δ=11,575: Δ=1
2020-06-30,8225: Δ=17,574: Δ=-1
2020-06-29,8208: Δ=10,575: Δ=7
2020-06-28,8198: Δ=22,568: Δ=1
2020-06-27,8176: Δ=34,567: Δ=2
2020-06-26,8142: Δ=35,565: Δ=7
2020-06-25,8107: Δ=21,558: Δ=3
2020-06-24,8086: Δ=5,555: Δ=7
2020-06-23,8081: Δ=24,548: Δ=2
2020-06-22,8057: Δ=22,546: Δ=4
2020-06-21,8035: Δ=7,542: Δ=3
2020-06-20,8028: Δ=26,539: Δ=2
2020-06-19,8002: Δ=23,537: Δ=3
2020-06-18,7979: Δ=23,534: Δ=6
2020-06-17,7956: Δ=16,528: Δ=8
2020-06-16,7940: Δ=15,520: Δ=2
2020-06-15,7925: Δ=-8,518: Δ=2
2020-06-14,7933: Δ=27,516: Δ=9
2020-06-13,7906: Δ=34,507: Δ=11
2020-06-12,7872: Δ=79,496: Δ=4
2020-06-11,7793: Δ=39,492: Δ=5
2020-06-10,7754: Δ=26,487: Δ=6
2020-06-09,7728: Δ=30,481: Δ=8
2020-06-08,7698: Δ=15,473: Δ=4
2020-06-07,7683: Δ=48,469: Δ=2
2020-06-06,7635: Δ=62,467: Δ=12
2020-06-05,7573: Δ=65,455: Δ=3
2020-06-04,7508: Δ=55,452: Δ=11
2020-06-03,7453: Δ=73,441: Δ=6
2020-06-02,7380: Δ=32,435: Δ=6
2020-06-01,7348: Δ=189,429: Δ=14
2020-05-31,7159: Δ=70,415: Δ=5
2020-05-30,7089: Δ=159,410: Δ=6
2020-05-29,6930: Δ=78,404: Δ=5
2020-05-28,6852: Δ=73,399: Δ=9
2020-05-27,6779: Δ=46,390: Δ=8
2020-05-26,6733: Δ=52,382: Δ=7
2020-05-25,6681: Δ=85,375: Δ=6
2020-05-24,6596: Δ=170,369: Δ=7
2020-05-23,6426: Δ=64,362: Δ=9
2020-05-22,6362: Δ=76,353: Δ=8
2020-05-21,6286: Δ=121,345: Δ=7
2020-05-20,6165: Δ=85,338: Δ=8
2020-05-19,6080: Δ=84,330: Δ=6
2020-05-18,5996: Δ=126,324: Δ=4
2020-05-17,5870: Δ=122,320: Δ=7
2020-05-16,5748: Δ=158,313: Δ=10
2020-05-15,5590: Δ=150,303: Δ=6
2020-05-14,5440: Δ=191,297: Δ=9
2020-05-13,5249: Δ=124,288: Δ=10
2020-05-12,5125: Δ=126,278: Δ=4
2020-05-11,4999: Δ=68,274: Δ=8
2020-05-10,4931: Δ=84,266: Δ=6
2020-05-09,4847: Δ=177,260: Δ=8
2020-05-08,4670: Δ=141,252: Δ=20
2020-05-07,4529: Δ=149,232: Δ=9
2020-05-06,4380: Δ=145,223: Δ=13
2020-05-05,4235: Δ=132,210: Δ=5
2020-05-04,4103: Δ=84,205: Δ=7
2020-05-03,4019: Δ=103,198: Δ=11
2020-05-02,3916: Δ=124,187: Δ=5
2020-05-01,3792: Δ=212,182: Δ=10
2020-04-30,3580: Δ=151,172: Δ=7
2020-04-29,3429: Δ=159,165: Δ=10
2020-04-28,3270: Δ=202,155: Δ=18
2020-04-27,3068: Δ=145,137: Δ=3
2020-04-26,2923: Δ=94,134: Δ=4
2020-04-25,2829: Δ=132,130: Δ=4
2020-04-24,2697: Δ=516,126: Δ=17
2020-04-23,2181: Δ=273,109: Δ=5
2020-04-22,1908: Δ=56,104: Δ=8
2020-04-21,1852: Δ=73,96: Δ=8
2020-04-20,1779: Δ=48,88: Δ=1
2020-04-19,1731: Δ=33,87: Δ=4
2020-04-18,1698: Δ=39,83: Δ=8
2020-04-17,1659: Δ=54,75: Δ=12
2020-04-16,1605: Δ=97,63: Δ=7
2020-04-15,1508: Δ=73,56: Δ=3
2020-04-14,1435: Δ=41,53: Δ=7
2020-04-13,1394: Δ=67,46: Δ=3
2020-04-12,1327: Δ=136,43: Δ=4
2020-04-11,1191: Δ=105,39: Δ=6
2020-04-10,1086: Δ=92,33: Δ=5
2020-04-09,994: Δ=159,28: Δ=5
2020-04-08,835: Δ=67,23: Δ=7
2020-04-07,768: Δ=46,16: Δ=8
2020-04-06,722: Δ=63,8: Δ=0
2020-04-05,659: Δ=58,8: Δ=3
2020-04-04,601: Δ=84,5: Δ=1
2020-04-03,517: Δ=93,4: Δ=1
2020-04-02,424: Δ=58,3: Δ=0
2020-04-01,366: Δ=60,3: Δ=1
2020-03-31,306: Δ=43,2: Δ=0
2020-03-30,263: Δ=55,2: Δ=1
2020-03-29,208: Δ=29,1: Δ=0
2020-03-28,179: Δ=50,1: Δ=0
2020-03-27,129: Δ=39,1: Δ=1
2020-03-26,90: Δ=23,0: Δ=0
2020-03-25,67: Δ=36,0: Δ=0
2020-03-24,31: Δ=6,0: Δ=0
2020-03-23,25: Δ=1,0: Δ=0
2020-03-22,24: Δ=10,0: Δ=0
