Date,Cases-Total: Δ=Daily-Change,Deaths-Total: Δ=Daily-Change
2021-07-13,98112: Δ=15,2406: Δ=0
2021-07-12,98097: Δ=29,2406: Δ=0
2021-07-11,98068: Δ=0,2406: Δ=0
2021-07-10,98068: Δ=0,2406: Δ=0
2021-07-09,98068: Δ=26,2406: Δ=0
2021-07-08,98042: Δ=12,2406: Δ=1
2021-07-07,98030: Δ=10,2405: Δ=0
2021-07-06,98020: Δ=27,2405: Δ=1
2021-07-05,97993: Δ=0,2404: Δ=0
2021-07-04,97993: Δ=0,2404: Δ=0
2021-07-03,97993: Δ=0,2404: Δ=0
2021-07-02,97993: Δ=18,2404: Δ=1
2021-07-01,97975: Δ=6,2403: Δ=0
2021-06-30,97969: Δ=11,2403: Δ=0
2021-06-29,97958: Δ=12,2403: Δ=0
2021-06-28,97946: Δ=5,2403: Δ=0
2021-06-27,97941: Δ=6,2403: Δ=0
2021-06-26,97935: Δ=14,2403: Δ=0
2021-06-25,97921: Δ=5,2403: Δ=0
2021-06-24,97916: Δ=12,2403: Δ=1
2021-06-23,97904: Δ=8,2402: Δ=1
2021-06-22,97896: Δ=2,2401: Δ=0
2021-06-21,97894: Δ=12,2401: Δ=0
2021-06-20,97882: Δ=4,2401: Δ=1
2021-06-19,97878: Δ=9,2400: Δ=1
2021-06-18,97869: Δ=14,2399: Δ=0
2021-06-17,97855: Δ=19,2399: Δ=0
2021-06-16,97836: Δ=1,2399: Δ=1
2021-06-15,97835: Δ=16,2398: Δ=0
2021-06-14,97819: Δ=10,2398: Δ=2
2021-06-13,97809: Δ=6,2396: Δ=0
2021-06-12,97803: Δ=14,2396: Δ=0
2021-06-11,97789: Δ=19,2396: Δ=1
2021-06-10,97770: Δ=11,2395: Δ=1
2021-06-09,97759: Δ=19,2394: Δ=0
2021-06-08,97740: Δ=11,2394: Δ=0
2021-06-07,97729: Δ=7,2394: Δ=0
2021-06-06,97722: Δ=18,2394: Δ=0
2021-06-05,97704: Δ=25,2394: Δ=0
2021-06-04,97679: Δ=27,2394: Δ=0
2021-06-03,97652: Δ=37,2394: Δ=1
2021-06-02,97615: Δ=17,2393: Δ=1
2021-06-01,97598: Δ=27,2392: Δ=3
2021-05-31,97571: Δ=0,2389: Δ=0
2021-05-30,97571: Δ=22,2389: Δ=0
2021-05-29,97549: Δ=33,2389: Δ=3
2021-05-28,97516: Δ=25,2386: Δ=1
2021-05-27,97491: Δ=41,2385: Δ=2
2021-05-26,97450: Δ=77,2383: Δ=1
2021-05-25,97373: Δ=24,2382: Δ=2
2021-05-24,97349: Δ=32,2380: Δ=0
2021-05-23,97317: Δ=61,2380: Δ=0
2021-05-22,97256: Δ=59,2380: Δ=1
2021-05-21,97197: Δ=43,2379: Δ=0
2021-05-20,97154: Δ=82,2379: Δ=1
2021-05-19,97072: Δ=73,2378: Δ=3
2021-05-18,96999: Δ=50,2375: Δ=1
2021-05-17,96949: Δ=45,2374: Δ=5
2021-05-16,96904: Δ=76,2369: Δ=1
2021-05-15,96828: Δ=77,2368: Δ=1
2021-05-14,96751: Δ=45,2367: Δ=2
2021-05-13,96706: Δ=94,2365: Δ=2
2021-05-12,96612: Δ=141,2363: Δ=1
2021-05-11,96471: Δ=18,2362: Δ=0
2021-05-10,96453: Δ=64,2362: Δ=4
2021-05-09,96389: Δ=85,2358: Δ=0
2021-05-08,96304: Δ=103,2358: Δ=0
2021-05-07,96201: Δ=112,2358: Δ=1
2021-05-06,96089: Δ=141,2357: Δ=3
2021-05-05,95948: Δ=143,2354: Δ=0
2021-05-04,95805: Δ=80,2354: Δ=2
2021-05-03,95725: Δ=48,2352: Δ=1
2021-05-02,95677: Δ=76,2351: Δ=1
2021-05-01,95601: Δ=130,2350: Δ=1
2021-04-30,95471: Δ=155,2349: Δ=1
2021-04-29,95316: Δ=182,2348: Δ=1
2021-04-28,95134: Δ=209,2347: Δ=3
2021-04-27,94925: Δ=87,2344: Δ=1
2021-04-26,94838: Δ=114,2343: Δ=2
2021-04-25,94724: Δ=135,2341: Δ=1
2021-04-24,94589: Δ=181,2340: Δ=3
2021-04-23,94408: Δ=179,2337: Δ=2
2021-04-22,94229: Δ=200,2335: Δ=1
2021-04-21,94029: Δ=234,2334: Δ=3
2021-04-20,93795: Δ=117,2331: Δ=0
2021-04-19,93678: Δ=189,2331: Δ=2
2021-04-18,93489: Δ=172,2329: Δ=1
2021-04-17,93317: Δ=207,2328: Δ=0
2021-04-16,93110: Δ=254,2328: Δ=4
2021-04-15,92856: Δ=236,2324: Δ=0
2021-04-14,92620: Δ=246,2324: Δ=1
2021-04-13,92374: Δ=176,2323: Δ=0
2021-04-12,92198: Δ=173,2323: Δ=2
2021-04-11,92025: Δ=217,2321: Δ=3
2021-04-10,91808: Δ=262,2318: Δ=1
2021-04-09,91546: Δ=308,2317: Δ=0
2021-04-08,91238: Δ=253,2317: Δ=1
2021-04-07,90985: Δ=343,2316: Δ=2
2021-04-06,90642: Δ=219,2314: Δ=1
2021-04-05,90423: Δ=334,2313: Δ=7
2021-04-04,90089: Δ=0,2306: Δ=0
2021-04-03,90089: Δ=284,2306: Δ=6
2021-04-02,89805: Δ=206,2300: Δ=1
2021-04-01,89599: Δ=293,2299: Δ=4
2021-03-31,89306: Δ=288,2295: Δ=5
2021-03-30,89018: Δ=153,2290: Δ=4
2021-03-29,88865: Δ=162,2286: Δ=4
2021-03-28,88703: Δ=182,2282: Δ=4
2021-03-27,88521: Δ=274,2278: Δ=3
2021-03-26,88247: Δ=263,2275: Δ=4
2021-03-25,87984: Δ=248,2271: Δ=6
2021-03-24,87736: Δ=249,2265: Δ=10
2021-03-23,87487: Δ=136,2255: Δ=2
2021-03-22,87351: Δ=127,2253: Δ=5
2021-03-21,87224: Δ=193,2248: Δ=1
2021-03-20,87031: Δ=228,2247: Δ=3
2021-03-19,86803: Δ=253,2244: Δ=5
2021-03-18,86550: Δ=220,2239: Δ=4
2021-03-17,86330: Δ=236,2235: Δ=5
2021-03-16,86094: Δ=109,2230: Δ=3
2021-03-15,85985: Δ=124,2227: Δ=4
2021-03-14,85861: Δ=200,2223: Δ=3
2021-03-13,85661: Δ=181,2220: Δ=3
2021-03-12,85480: Δ=197,2217: Δ=2
2021-03-11,85283: Δ=183,2215: Δ=4
2021-03-10,85100: Δ=168,2211: Δ=6
2021-03-09,84932: Δ=92,2205: Δ=-1
2021-03-08,84840: Δ=100,2206: Δ=4
2021-03-07,84740: Δ=136,2202: Δ=5
2021-03-06,84604: Δ=209,2197: Δ=7
2021-03-05,84395: Δ=175,2190: Δ=4
2021-03-04,84220: Δ=137,2186: Δ=6
2021-03-03,84083: Δ=180,2180: Δ=10
2021-03-02,83903: Δ=-9,2170: Δ=4
2021-03-01,83912: Δ=120,2166: Δ=3
2021-02-28,83792: Δ=168,2163: Δ=11
2021-02-27,83624: Δ=177,2152: Δ=3
2021-02-26,83447: Δ=202,2149: Δ=8
2021-02-25,83245: Δ=228,2141: Δ=2
2021-02-24,83017: Δ=263,2139: Δ=9
2021-02-23,82754: Δ=107,2130: Δ=2
2021-02-22,82647: Δ=159,2128: Δ=3
2021-02-21,82488: Δ=197,2125: Δ=4
2021-02-20,82291: Δ=222,2121: Δ=9
2021-02-19,82069: Δ=228,2112: Δ=8
2021-02-18,81841: Δ=248,2104: Δ=8
2021-02-17,81593: Δ=203,2096: Δ=9
2021-02-16,81390: Δ=93,2087: Δ=6
2021-02-15,81297: Δ=183,2081: Δ=3
2021-02-14,81114: Δ=215,2078: Δ=3
2021-02-13,80899: Δ=223,2075: Δ=8
2021-02-12,80676: Δ=315,2067: Δ=9
2021-02-11,80361: Δ=304,2058: Δ=7
2021-02-10,80057: Δ=237,2051: Δ=14
2021-02-09,79820: Δ=142,2037: Δ=4
2021-02-08,79678: Δ=167,2033: Δ=7
2021-02-07,79511: Δ=393,2026: Δ=11
2021-02-06,79118: Δ=389,2015: Δ=6
2021-02-05,78729: Δ=385,2009: Δ=6
2021-02-04,78344: Δ=285,2003: Δ=12
2021-02-03,78059: Δ=244,1991: Δ=11
2021-02-02,77815: Δ=159,1980: Δ=7
2021-02-01,77656: Δ=293,1973: Δ=4
2021-01-31,77363: Δ=278,1969: Δ=5
2021-01-30,77085: Δ=506,1964: Δ=12
2021-01-29,76579: Δ=320,1952: Δ=13
2021-01-28,76259: Δ=449,1939: Δ=10
2021-01-27,75810: Δ=475,1929: Δ=10
2021-01-26,75335: Δ=173,1919: Δ=3
2021-01-25,75162: Δ=409,1916: Δ=8
2021-01-24,74753: Δ=494,1908: Δ=11
2021-01-23,74259: Δ=513,1897: Δ=10
2021-01-22,73746: Δ=654,1887: Δ=9
2021-01-21,73092: Δ=701,1878: Δ=7
2021-01-20,72391: Δ=557,1871: Δ=9
2021-01-19,71834: Δ=242,1862: Δ=0
2021-01-18,71592: Δ=341,1862: Δ=3
2021-01-17,71251: Δ=670,1859: Δ=6
2021-01-16,70581: Δ=726,1853: Δ=9
2021-01-15,69855: Δ=765,1844: Δ=9
2021-01-14,69090: Δ=829,1835: Δ=8
2021-01-13,68261: Δ=786,1827: Δ=8
2021-01-12,67475: Δ=498,1819: Δ=14
2021-01-11,66977: Δ=651,1805: Δ=8
2021-01-10,66326: Δ=790,1797: Δ=12
2021-01-09,65536: Δ=1024,1785: Δ=9
2021-01-08,64512: Δ=1175,1776: Δ=13
2021-01-07,63337: Δ=1065,1763: Δ=11
2021-01-06,62272: Δ=1110,1752: Δ=13
2021-01-05,61162: Δ=538,1739: Δ=5
2021-01-04,60624: Δ=861,1734: Δ=11
2021-01-03,59763: Δ=360,1723: Δ=10
2021-01-02,59403: Δ=974,1713: Δ=15
2021-01-01,58429: Δ=0,1698: Δ=0
2020-12-31,58429: Δ=1076,1698: Δ=15
2020-12-30,57353: Δ=1106,1683: Δ=17
2020-12-29,56247: Δ=492,1666: Δ=7
2020-12-28,55755: Δ=876,1659: Δ=5
2020-12-27,54879: Δ=349,1654: Δ=18
2020-12-26,54530: Δ=848,1636: Δ=11
2020-12-25,53682: Δ=0,1625: Δ=0
2020-12-24,53682: Δ=983,1625: Δ=7
2020-12-23,52699: Δ=819,1618: Δ=19
2020-12-22,51880: Δ=357,1599: Δ=4
2020-12-21,51523: Δ=621,1595: Δ=9
2020-12-20,50902: Δ=739,1586: Δ=8
2020-12-19,50163: Δ=547,1578: Δ=9
2020-12-18,49616: Δ=847,1569: Δ=4
2020-12-17,48769: Δ=923,1565: Δ=5
2020-12-16,47846: Δ=1032,1560: Δ=12
2020-12-15,46814: Δ=424,1548: Δ=11
2020-12-14,46390: Δ=537,1537: Δ=5
2020-12-13,45853: Δ=803,1532: Δ=11
2020-12-12,45050: Δ=887,1521: Δ=5
2020-12-11,44163: Δ=1053,1516: Δ=6
2020-12-10,43110: Δ=888,1510: Δ=5
2020-12-09,42222: Δ=1064,1505: Δ=11
2020-12-08,41158: Δ=492,1494: Δ=5
2020-12-07,40666: Δ=361,1489: Δ=0
2020-12-06,40305: Δ=936,1489: Δ=4
2020-12-05,39369: Δ=902,1485: Δ=3
2020-12-04,38467: Δ=991,1482: Δ=7
2020-12-03,37476: Δ=1370,1475: Δ=8
2020-12-02,36106: Δ=901,1467: Δ=7
2020-12-01,35205: Δ=370,1460: Δ=5
2020-11-30,34835: Δ=228,1455: Δ=3
2020-11-29,34607: Δ=483,1452: Δ=5
2020-11-28,34124: Δ=461,1447: Δ=7
2020-11-27,33663: Δ=766,1440: Δ=4
2020-11-26,32897: Δ=0,1436: Δ=0
2020-11-25,32897: Δ=589,1436: Δ=7
2020-11-24,32308: Δ=296,1429: Δ=5
2020-11-23,32012: Δ=287,1424: Δ=0
2020-11-22,31725: Δ=603,1424: Δ=6
2020-11-21,31122: Δ=448,1418: Δ=4
2020-11-20,30674: Δ=293,1414: Δ=7
2020-11-19,30381: Δ=398,1407: Δ=4
2020-11-18,29983: Δ=425,1403: Δ=8
2020-11-17,29558: Δ=349,1395: Δ=3
2020-11-16,29209: Δ=244,1392: Δ=0
2020-11-15,28965: Δ=382,1392: Δ=2
2020-11-14,28583: Δ=538,1390: Δ=3
2020-11-13,28045: Δ=367,1387: Δ=3
2020-11-12,27678: Δ=447,1384: Δ=2
2020-11-11,27231: Δ=342,1382: Δ=8
2020-11-10,26889: Δ=268,1374: Δ=2
2020-11-09,26621: Δ=131,1372: Δ=3
2020-11-08,26490: Δ=353,1369: Δ=3
2020-11-07,26137: Δ=396,1366: Δ=2
2020-11-06,25741: Δ=376,1364: Δ=2
2020-11-05,25365: Δ=300,1362: Δ=0
2020-11-04,25065: Δ=341,1362: Δ=1
2020-11-03,24724: Δ=112,1361: Δ=3
2020-11-02,24612: Δ=112,1358: Δ=0
2020-11-01,24500: Δ=181,1358: Δ=2
2020-10-31,24319: Δ=230,1356: Δ=3
2020-10-30,24089: Δ=228,1353: Δ=5
2020-10-29,23861: Δ=219,1348: Δ=5
2020-10-28,23642: Δ=224,1343: Δ=1
2020-10-27,23418: Δ=122,1342: Δ=1
2020-10-26,23296: Δ=121,1341: Δ=1
2020-10-25,23175: Δ=236,1340: Δ=3
2020-10-24,22939: Δ=200,1337: Δ=1
2020-10-23,22739: Δ=143,1336: Δ=3
2020-10-22,22596: Δ=150,1333: Δ=2
2020-10-21,22446: Δ=131,1331: Δ=1
2020-10-20,22315: Δ=123,1330: Δ=0
2020-10-19,22192: Δ=157,1330: Δ=4
2020-10-18,22035: Δ=170,1326: Δ=4
2020-10-17,21865: Δ=129,1322: Δ=2
2020-10-16,21736: Δ=117,1320: Δ=2
2020-10-15,21619: Δ=103,1318: Δ=3
2020-10-14,21516: Δ=136,1315: Δ=2
2020-10-13,21380: Δ=84,1313: Δ=2
2020-10-12,21296: Δ=103,1311: Δ=2
2020-10-11,21193: Δ=115,1309: Δ=2
2020-10-10,21078: Δ=133,1307: Δ=0
2020-10-09,20945: Δ=110,1307: Δ=1
2020-10-08,20835: Δ=67,1306: Δ=3
2020-10-07,20768: Δ=96,1303: Δ=3
2020-10-06,20672: Δ=55,1300: Δ=0
2020-10-05,20617: Δ=152,1300: Δ=4
2020-10-04,20465: Δ=95,1296: Δ=1
2020-10-03,20370: Δ=113,1295: Δ=1
2020-10-02,20257: Δ=101,1294: Δ=1
2020-10-01,20156: Δ=125,1293: Δ=3
2020-09-30,20031: Δ=110,1290: Δ=7
2020-09-29,19921: Δ=102,1283: Δ=1
2020-09-28,19819: Δ=54,1282: Δ=1
2020-09-27,19765: Δ=128,1281: Δ=1
2020-09-26,19637: Δ=112,1280: Δ=5
2020-09-25,19525: Δ=103,1275: Δ=1
2020-09-24,19422: Δ=117,1274: Δ=1
2020-09-23,19305: Δ=185,1273: Δ=2
2020-09-22,19120: Δ=34,1271: Δ=2
2020-09-21,19086: Δ=12,1269: Δ=1
2020-09-20,19074: Δ=52,1268: Δ=2
2020-09-19,19022: Δ=150,1266: Δ=4
2020-09-18,18872: Δ=57,1262: Δ=0
2020-09-17,18815: Δ=45,1262: Δ=1
2020-09-16,18770: Δ=24,1261: Δ=0
2020-09-15,18746: Δ=43,1261: Δ=1
2020-09-14,18703: Δ=24,1260: Δ=0
2020-09-13,18679: Δ=36,1260: Δ=2
2020-09-12,18643: Δ=63,1258: Δ=0
2020-09-11,18580: Δ=72,1258: Δ=1
2020-09-10,18508: Δ=54,1257: Δ=1
2020-09-09,18454: Δ=23,1256: Δ=2
2020-09-08,18431: Δ=33,1254: Δ=1
2020-09-07,18398: Δ=16,1253: Δ=0
2020-09-06,18382: Δ=66,1253: Δ=2
2020-09-05,18316: Δ=67,1251: Δ=2
2020-09-04,18249: Δ=63,1249: Δ=6
2020-09-03,18186: Δ=61,1243: Δ=2
2020-09-02,18125: Δ=-787,1241: Δ=1
2020-09-01,18912: Δ=49,1240: Δ=1
2020-08-31,18863: Δ=28,1239: Δ=3
2020-08-30,18835: Δ=27,1236: Δ=2
2020-08-29,18808: Δ=52,1234: Δ=3
2020-08-28,18756: Δ=76,1231: Δ=3
2020-08-27,18680: Δ=52,1228: Δ=2
2020-08-26,18628: Δ=65,1226: Δ=4
2020-08-25,18563: Δ=53,1222: Δ=2
2020-08-24,18510: Δ=80,1220: Δ=5
2020-08-23,18430: Δ=0,1215: Δ=0
2020-08-22,18430: Δ=24,1215: Δ=5
2020-08-21,18406: Δ=63,1210: Δ=3
2020-08-20,18343: Δ=52,1207: Δ=2
2020-08-19,18291: Δ=361,1205: Δ=11
2020-08-18,17930: Δ=0,1194: Δ=0
2020-08-17,17930: Δ=0,1194: Δ=0
2020-08-16,17930: Δ=0,1194: Δ=0
2020-08-15,17930: Δ=0,1194: Δ=0
2020-08-14,17930: Δ=0,1194: Δ=0
2020-08-13,17930: Δ=0,1194: Δ=0
2020-08-12,17930: Δ=0,1194: Δ=0
2020-08-11,17930: Δ=47,1194: Δ=0
2020-08-10,17883: Δ=37,1194: Δ=1
2020-08-09,17846: Δ=57,1193: Δ=1
2020-08-08,17789: Δ=90,1192: Δ=1
2020-08-07,17699: Δ=82,1191: Δ=1
2020-08-06,17617: Δ=46,1190: Δ=4
2020-08-05,17571: Δ=77,1186: Δ=0
2020-08-04,17494: Δ=72,1186: Δ=1
2020-08-03,17422: Δ=36,1185: Δ=2
2020-08-02,17386: Δ=81,1183: Δ=1
2020-08-01,17305: Δ=73,1182: Δ=5
2020-07-31,17232: Δ=63,1177: Δ=0
2020-07-30,17169: Δ=50,1177: Δ=2
2020-07-29,17119: Δ=86,1175: Δ=5
2020-07-28,17033: Δ=43,1170: Δ=1
2020-07-27,16990: Δ=38,1169: Δ=2
2020-07-26,16952: Δ=37,1167: Δ=5
2020-07-25,16915: Δ=32,1162: Δ=3
2020-07-24,16883: Δ=27,1159: Δ=2
2020-07-23,16856: Δ=41,1157: Δ=5
2020-07-22,16815: Δ=31,1152: Δ=6
2020-07-21,16784: Δ=27,1146: Δ=3
2020-07-20,16757: Δ=24,1143: Δ=0
2020-07-19,16733: Δ=23,1143: Δ=3
2020-07-18,16710: Δ=78,1140: Δ=1
2020-07-17,16632: Δ=36,1139: Δ=3
2020-07-16,16596: Δ=32,1136: Δ=0
2020-07-15,16564: Δ=34,1136: Δ=0
2020-07-14,16530: Δ=45,1136: Δ=0
2020-07-13,16485: Δ=16,1136: Δ=-1
2020-07-12,16469: Δ=17,1137: Δ=1
2020-07-11,16452: Δ=38,1136: Δ=0
2020-07-10,16414: Δ=35,1136: Δ=3
2020-07-09,16379: Δ=37,1133: Δ=2
2020-07-08,16342: Δ=24,1131: Δ=5
2020-07-07,16318: Δ=35,1126: Δ=4
2020-07-06,16283: Δ=29,1122: Δ=3
2020-07-05,16254: Δ=19,1119: Δ=0
2020-07-04,16235: Δ=25,1119: Δ=3
2020-07-03,16210: Δ=34,1116: Δ=5
2020-07-02,16176: Δ=54,1111: Δ=7
2020-07-01,16122: Δ=34,1104: Δ=0
2020-06-30,16088: Δ=19,1104: Δ=-2
2020-06-29,16069: Δ=16,1106: Δ=7
2020-06-28,16053: Δ=25,1099: Δ=3
2020-06-27,16028: Δ=53,1096: Δ=4
2020-06-26,15975: Δ=23,1092: Δ=6
2020-06-25,15952: Δ=32,1086: Δ=3
2020-06-24,15920: Δ=35,1083: Δ=2
2020-06-23,15885: Δ=34,1081: Δ=4
2020-06-22,15851: Δ=22,1077: Δ=1
2020-06-21,15829: Δ=12,1076: Δ=5
2020-06-20,15817: Δ=39,1071: Δ=6
2020-06-19,15778: Δ=39,1065: Δ=2
2020-06-18,15739: Δ=36,1063: Δ=6
2020-06-17,15703: Δ=36,1057: Δ=5
2020-06-16,15667: Δ=40,1052: Δ=1
2020-06-15,15627: Δ=23,1051: Δ=5
2020-06-14,15604: Δ=31,1046: Δ=5
2020-06-13,15573: Δ=55,1041: Δ=6
2020-06-12,15518: Δ=53,1035: Δ=4
2020-06-11,15465: Δ=100,1031: Δ=7
2020-06-10,15365: Δ=94,1024: Δ=8
2020-06-09,15271: Δ=35,1016: Δ=10
2020-06-08,15236: Δ=19,1006: Δ=3
2020-06-07,15217: Δ=47,1003: Δ=5
2020-06-06,15170: Δ=106,998: Δ=8
2020-06-05,15064: Δ=95,990: Δ=4
2020-06-04,14969: Δ=112,986: Δ=7
2020-06-03,14857: Δ=62,979: Δ=8
2020-06-02,14795: Δ=74,971: Δ=3
2020-06-01,14721: Δ=496,968: Δ=43
2020-05-31,14225: Δ=126,925: Δ=16
2020-05-30,14099: Δ=105,909: Δ=3
2020-05-29,13994: Δ=95,906: Δ=11
2020-05-28,13899: Δ=121,895: Δ=17
2020-05-27,13778: Δ=108,878: Δ=8
2020-05-26,13670: Δ=95,870: Δ=7
2020-05-25,13575: Δ=118,863: Δ=4
2020-05-24,13457: Δ=123,859: Δ=11
2020-05-23,13334: Δ=113,848: Δ=6
2020-05-22,13221: Δ=158,842: Δ=11
2020-05-21,13063: Δ=143,831: Δ=14
2020-05-20,12920: Δ=172,817: Δ=20
2020-05-19,12748: Δ=161,797: Δ=7
2020-05-18,12587: Δ=125,790: Δ=14
2020-05-17,12462: Δ=148,776: Δ=10
2020-05-16,12314: Δ=183,766: Δ=15
2020-05-15,12131: Δ=181,751: Δ=26
2020-05-14,11950: Δ=247,725: Δ=21
2020-05-13,11703: Δ=131,704: Δ=26
2020-05-12,11572: Δ=140,678: Δ=9
2020-05-11,11432: Δ=79,669: Δ=25
2020-05-10,11353: Δ=142,644: Δ=19
2020-05-09,11211: Δ=216,625: Δ=24
2020-05-08,10995: Δ=385,601: Δ=23
2020-05-07,10610: Δ=266,578: Δ=17
2020-05-06,10344: Δ=365,561: Δ=34
2020-05-05,9979: Δ=206,527: Δ=15
2020-05-04,9773: Δ=231,512: Δ=13
2020-05-03,9542: Δ=180,499: Δ=15
2020-05-02,9362: Δ=334,484: Δ=24
2020-05-01,9028: Δ=355,460: Δ=12
2020-04-30,8673: Δ=293,448: Δ=23
2020-04-29,8380: Δ=408,425: Δ=42
2020-04-28,7972: Δ=264,383: Δ=24
2020-04-27,7708: Δ=219,359: Δ=9
2020-04-26,7489: Δ=277,350: Δ=14
2020-04-25,7212: Δ=371,336: Δ=17
2020-04-24,6841: Δ=622,319: Δ=27
2020-04-23,6219: Δ=436,292: Δ=21
2020-04-22,5783: Δ=262,271: Δ=26
2020-04-21,5521: Δ=225,245: Δ=20
2020-04-20,5296: Δ=143,225: Δ=15
2020-04-19,5153: Δ=239,210: Δ=16
2020-04-18,4914: Δ=330,194: Δ=15
2020-04-17,4584: Δ=339,179: Δ=19
2020-04-16,4245: Δ=351,160: Δ=19
2020-04-15,3894: Δ=300,141: Δ=15
2020-04-14,3594: Δ=181,126: Δ=12
2020-04-13,3413: Δ=243,114: Δ=12
2020-04-12,3170: Δ=274,102: Δ=10
2020-04-11,2896: Δ=226,92: Δ=12
2020-04-10,2670: Δ=334,80: Δ=19
2020-04-09,2336: Δ=233,61: Δ=9
2020-04-08,2103: Δ=262,52: Δ=15
2020-04-07,1841: Δ=188,37: Δ=6
2020-04-06,1653: Δ=147,31: Δ=3
2020-04-05,1506: Δ=106,28: Δ=2
2020-04-04,1400: Δ=162,26: Δ=2
2020-04-03,1238: Δ=199,24: Δ=5
2020-04-02,1039: Δ=154,19: Δ=1
2020-04-01,885: Δ=101,18: Δ=5
2020-03-31,784: Δ=131,13: Δ=6
