Date,Cases-Total: Δ=Daily-Change,Deaths-Total: Δ=Daily-Change
2021-07-05,55037: Δ=0,1804: Δ=0
2021-07-04,55037: Δ=0,1804: Δ=0
2021-07-03,55037: Δ=0,1804: Δ=0
2021-07-02,55037: Δ=4,1804: Δ=0
2021-07-01,55033: Δ=2,1804: Δ=0
2021-06-30,55031: Δ=4,1804: Δ=0
2021-06-29,55027: Δ=4,1804: Δ=1
2021-06-28,55023: Δ=5,1803: Δ=0
2021-06-27,55018: Δ=12,1803: Δ=1
2021-06-26,55006: Δ=2,1802: Δ=0
2021-06-25,55004: Δ=11,1802: Δ=0
2021-06-24,54993: Δ=3,1802: Δ=1
2021-06-23,54990: Δ=6,1801: Δ=0
2021-06-22,54984: Δ=0,1801: Δ=1
2021-06-21,54984: Δ=2,1800: Δ=0
2021-06-20,54982: Δ=7,1800: Δ=2
2021-06-19,54975: Δ=11,1798: Δ=-1
2021-06-18,54964: Δ=9,1799: Δ=2
2021-06-17,54955: Δ=3,1797: Δ=0
2021-06-16,54952: Δ=7,1797: Δ=0
2021-06-15,54945: Δ=3,1797: Δ=0
2021-06-14,54942: Δ=5,1797: Δ=1
2021-06-13,54937: Δ=2,1796: Δ=0
2021-06-12,54935: Δ=6,1796: Δ=1
2021-06-11,54929: Δ=7,1795: Δ=0
2021-06-10,54922: Δ=3,1795: Δ=0
2021-06-09,54919: Δ=5,1795: Δ=0
2021-06-08,54914: Δ=12,1795: Δ=0
2021-06-07,54902: Δ=11,1795: Δ=2
2021-06-06,54891: Δ=14,1793: Δ=1
2021-06-05,54877: Δ=17,1792: Δ=0
2021-06-04,54860: Δ=11,1792: Δ=2
2021-06-03,54849: Δ=24,1790: Δ=1
2021-06-02,54825: Δ=4,1789: Δ=0
2021-06-01,54821: Δ=18,1789: Δ=0
2021-05-31,54803: Δ=0,1789: Δ=0
2021-05-30,54803: Δ=11,1789: Δ=0
2021-05-29,54792: Δ=10,1789: Δ=2
2021-05-28,54782: Δ=24,1787: Δ=1
2021-05-27,54758: Δ=21,1786: Δ=1
2021-05-26,54737: Δ=25,1785: Δ=0
2021-05-25,54712: Δ=18,1785: Δ=2
2021-05-24,54694: Δ=3,1783: Δ=0
2021-05-23,54691: Δ=14,1783: Δ=0
2021-05-22,54677: Δ=33,1783: Δ=0
2021-05-21,54644: Δ=29,1783: Δ=1
2021-05-20,54615: Δ=36,1782: Δ=1
2021-05-19,54579: Δ=27,1781: Δ=1
2021-05-18,54552: Δ=21,1780: Δ=0
2021-05-17,54531: Δ=21,1780: Δ=0
2021-05-16,54510: Δ=36,1780: Δ=0
2021-05-15,54474: Δ=43,1780: Δ=0
2021-05-14,54431: Δ=20,1780: Δ=1
2021-05-13,54411: Δ=43,1779: Δ=1
2021-05-12,54368: Δ=70,1778: Δ=0
2021-05-11,54298: Δ=10,1778: Δ=0
2021-05-10,54288: Δ=22,1778: Δ=0
2021-05-09,54266: Δ=52,1778: Δ=0
2021-05-08,54214: Δ=66,1778: Δ=1
2021-05-07,54148: Δ=69,1777: Δ=0
2021-05-06,54079: Δ=64,1777: Δ=1
2021-05-05,54015: Δ=68,1776: Δ=0
2021-05-04,53947: Δ=57,1776: Δ=0
2021-05-03,53890: Δ=44,1776: Δ=3
2021-05-02,53846: Δ=63,1773: Δ=0
2021-05-01,53783: Δ=81,1773: Δ=1
2021-04-30,53702: Δ=99,1772: Δ=0
2021-04-29,53603: Δ=108,1772: Δ=1
2021-04-28,53495: Δ=101,1771: Δ=2
2021-04-27,53394: Δ=82,1769: Δ=0
2021-04-26,53312: Δ=70,1769: Δ=1
2021-04-25,53242: Δ=86,1768: Δ=0
2021-04-24,53156: Δ=137,1768: Δ=2
2021-04-23,53019: Δ=125,1766: Δ=1
2021-04-22,52894: Δ=97,1765: Δ=0
2021-04-21,52797: Δ=110,1765: Δ=0
2021-04-20,52687: Δ=62,1765: Δ=0
2021-04-19,52625: Δ=94,1765: Δ=1
2021-04-18,52531: Δ=95,1764: Δ=1
2021-04-17,52436: Δ=145,1763: Δ=3
2021-04-16,52291: Δ=132,1760: Δ=0
2021-04-15,52159: Δ=141,1760: Δ=0
2021-04-14,52018: Δ=153,1760: Δ=1
2021-04-13,51865: Δ=134,1759: Δ=0
2021-04-12,51731: Δ=97,1759: Δ=6
2021-04-11,51634: Δ=157,1753: Δ=1
2021-04-10,51477: Δ=122,1752: Δ=-1
2021-04-09,51355: Δ=173,1753: Δ=3
2021-04-08,51182: Δ=155,1750: Δ=1
2021-04-07,51027: Δ=150,1749: Δ=4
2021-04-06,50877: Δ=145,1745: Δ=2
2021-04-05,50732: Δ=243,1743: Δ=7
2021-04-04,50489: Δ=0,1736: Δ=0
2021-04-03,50489: Δ=175,1736: Δ=5
2021-04-02,50314: Δ=173,1731: Δ=5
2021-04-01,50141: Δ=180,1726: Δ=5
2021-03-31,49961: Δ=201,1721: Δ=2
2021-03-30,49760: Δ=184,1719: Δ=2
2021-03-29,49576: Δ=108,1717: Δ=1
2021-03-28,49468: Δ=186,1716: Δ=2
2021-03-27,49282: Δ=192,1714: Δ=2
2021-03-26,49090: Δ=170,1712: Δ=6
2021-03-25,48920: Δ=202,1706: Δ=0
2021-03-24,48718: Δ=144,1706: Δ=7
2021-03-23,48574: Δ=162,1699: Δ=2
2021-03-22,48412: Δ=66,1697: Δ=1
2021-03-21,48346: Δ=163,1696: Δ=4
2021-03-20,48183: Δ=178,1692: Δ=4
2021-03-19,48005: Δ=161,1688: Δ=6
2021-03-18,47844: Δ=190,1682: Δ=3
2021-03-17,47654: Δ=156,1679: Δ=6
2021-03-16,47498: Δ=123,1673: Δ=2
2021-03-15,47375: Δ=102,1671: Δ=4
2021-03-14,47273: Δ=156,1667: Δ=2
2021-03-13,47117: Δ=162,1665: Δ=1
2021-03-12,46955: Δ=154,1664: Δ=1
2021-03-11,46801: Δ=160,1663: Δ=1
2021-03-10,46641: Δ=144,1662: Δ=5
2021-03-09,46497: Δ=99,1657: Δ=4
2021-03-08,46398: Δ=79,1653: Δ=2
2021-03-07,46319: Δ=114,1651: Δ=2
2021-03-06,46205: Δ=137,1649: Δ=8
2021-03-05,46068: Δ=154,1641: Δ=3
2021-03-04,45914: Δ=130,1638: Δ=2
2021-03-03,45784: Δ=143,1636: Δ=10
2021-03-02,45641: Δ=39,1626: Δ=5
2021-03-01,45602: Δ=117,1621: Δ=4
2021-02-28,45485: Δ=141,1617: Δ=4
2021-02-27,45344: Δ=168,1613: Δ=1
2021-02-26,45176: Δ=199,1612: Δ=5
2021-02-25,44977: Δ=178,1607: Δ=2
2021-02-24,44799: Δ=178,1605: Δ=4
2021-02-23,44621: Δ=134,1601: Δ=2
2021-02-22,44487: Δ=127,1599: Δ=2
2021-02-21,44360: Δ=132,1597: Δ=4
2021-02-20,44228: Δ=166,1593: Δ=10
2021-02-19,44062: Δ=133,1583: Δ=2
2021-02-18,43929: Δ=158,1581: Δ=8
2021-02-17,43771: Δ=132,1573: Δ=6
2021-02-16,43639: Δ=97,1567: Δ=2
2021-02-15,43542: Δ=141,1565: Δ=1
2021-02-14,43401: Δ=162,1564: Δ=5
2021-02-13,43239: Δ=202,1559: Δ=4
2021-02-12,43037: Δ=229,1555: Δ=10
2021-02-11,42808: Δ=208,1545: Δ=4
2021-02-10,42600: Δ=170,1541: Δ=8
2021-02-09,42430: Δ=144,1533: Δ=11
2021-02-08,42286: Δ=105,1522: Δ=4
2021-02-07,42181: Δ=304,1518: Δ=9
2021-02-06,41877: Δ=290,1509: Δ=5
2021-02-05,41587: Δ=265,1504: Δ=9
2021-02-04,41322: Δ=231,1495: Δ=11
2021-02-03,41091: Δ=218,1484: Δ=1
2021-02-02,40873: Δ=223,1483: Δ=3
2021-02-01,40650: Δ=250,1480: Δ=1
2021-01-31,40400: Δ=296,1479: Δ=5
2021-01-30,40104: Δ=392,1474: Δ=7
2021-01-29,39712: Δ=231,1467: Δ=9
2021-01-28,39481: Δ=494,1458: Δ=3
2021-01-27,38987: Δ=290,1455: Δ=8
2021-01-26,38697: Δ=275,1447: Δ=2
2021-01-25,38422: Δ=452,1445: Δ=5
2021-01-24,37970: Δ=396,1440: Δ=8
2021-01-23,37574: Δ=457,1432: Δ=6
2021-01-22,37117: Δ=518,1426: Δ=10
2021-01-21,36599: Δ=469,1416: Δ=13
2021-01-20,36130: Δ=390,1403: Δ=3
2021-01-19,35740: Δ=290,1400: Δ=4
2021-01-18,35450: Δ=320,1396: Δ=4
2021-01-17,35130: Δ=386,1392: Δ=4
2021-01-16,34744: Δ=538,1388: Δ=6
2021-01-15,34206: Δ=467,1382: Δ=5
2021-01-14,33739: Δ=477,1377: Δ=5
2021-01-13,33262: Δ=409,1372: Δ=3
2021-01-12,32853: Δ=554,1369: Δ=2
2021-01-11,32299: Δ=439,1367: Δ=4
2021-01-10,31860: Δ=513,1363: Δ=7
2021-01-09,31347: Δ=529,1356: Δ=7
2021-01-08,30818: Δ=660,1349: Δ=7
2021-01-07,30158: Δ=540,1342: Δ=7
2021-01-06,29618: Δ=469,1335: Δ=7
2021-01-05,29149: Δ=404,1328: Δ=5
2021-01-04,28745: Δ=357,1323: Δ=5
2021-01-03,28388: Δ=336,1318: Δ=11
2021-01-02,28052: Δ=756,1307: Δ=5
2021-01-01,27296: Δ=0,1302: Δ=0
2020-12-31,27296: Δ=542,1302: Δ=7
2020-12-30,26754: Δ=459,1295: Δ=8
2020-12-29,26295: Δ=329,1287: Δ=9
2020-12-28,25966: Δ=358,1278: Δ=4
2020-12-27,25608: Δ=287,1274: Δ=8
2020-12-26,25321: Δ=666,1266: Δ=4
2020-12-25,24655: Δ=0,1262: Δ=0
2020-12-24,24655: Δ=455,1262: Δ=7
2020-12-23,24200: Δ=338,1255: Δ=2
2020-12-22,23862: Δ=366,1253: Δ=4
2020-12-21,23496: Δ=277,1249: Δ=2
2020-12-20,23219: Δ=309,1247: Δ=4
2020-12-19,22910: Δ=374,1243: Δ=6
2020-12-18,22536: Δ=521,1237: Δ=4
2020-12-17,22015: Δ=331,1233: Δ=3
2020-12-16,21684: Δ=404,1230: Δ=6
2020-12-15,21280: Δ=371,1224: Δ=6
2020-12-14,20909: Δ=322,1218: Δ=4
2020-12-13,20587: Δ=381,1214: Δ=2
2020-12-12,20206: Δ=340,1212: Δ=4
2020-12-11,19866: Δ=366,1208: Δ=4
2020-12-10,19500: Δ=386,1204: Δ=4
2020-12-09,19114: Δ=374,1200: Δ=3
2020-12-08,18740: Δ=357,1197: Δ=1
2020-12-07,18383: Δ=203,1196: Δ=0
2020-12-06,18180: Δ=363,1196: Δ=3
2020-12-05,17817: Δ=337,1193: Δ=1
2020-12-04,17480: Δ=411,1192: Δ=1
2020-12-03,17069: Δ=374,1191: Δ=4
2020-12-02,16695: Δ=336,1187: Δ=3
2020-12-01,16359: Δ=239,1184: Δ=2
2020-11-30,16120: Δ=73,1182: Δ=4
2020-11-29,16047: Δ=214,1178: Δ=2
2020-11-28,15833: Δ=140,1176: Δ=4
2020-11-27,15693: Δ=302,1172: Δ=2
2020-11-26,15391: Δ=0,1170: Δ=0
2020-11-25,15391: Δ=197,1170: Δ=5
2020-11-24,15194: Δ=188,1165: Δ=1
2020-11-23,15006: Δ=95,1164: Δ=4
2020-11-22,14911: Δ=145,1160: Δ=3
2020-11-21,14766: Δ=197,1157: Δ=2
2020-11-20,14569: Δ=189,1155: Δ=0
2020-11-19,14380: Δ=157,1155: Δ=2
2020-11-18,14223: Δ=159,1153: Δ=2
2020-11-17,14064: Δ=147,1151: Δ=2
2020-11-16,13917: Δ=115,1149: Δ=0
2020-11-15,13802: Δ=134,1149: Δ=2
2020-11-14,13668: Δ=145,1147: Δ=8
2020-11-13,13523: Δ=172,1139: Δ=2
2020-11-12,13351: Δ=152,1137: Δ=1
2020-11-11,13199: Δ=144,1136: Δ=6
2020-11-10,13055: Δ=170,1130: Δ=3
2020-11-09,12885: Δ=90,1127: Δ=0
2020-11-08,12795: Δ=98,1127: Δ=2
2020-11-07,12697: Δ=159,1125: Δ=4
2020-11-06,12538: Δ=144,1121: Δ=3
2020-11-05,12394: Δ=103,1118: Δ=2
2020-11-04,12291: Δ=69,1116: Δ=2
2020-11-03,12222: Δ=84,1114: Δ=0
2020-11-02,12138: Δ=49,1114: Δ=2
2020-11-01,12089: Δ=98,1112: Δ=1
2020-10-31,11991: Δ=100,1111: Δ=0
2020-10-30,11891: Δ=77,1111: Δ=1
2020-10-29,11814: Δ=81,1110: Δ=2
2020-10-28,11733: Δ=57,1108: Δ=2
2020-10-27,11676: Δ=85,1106: Δ=1
2020-10-26,11591: Δ=61,1105: Δ=1
2020-10-25,11530: Δ=61,1104: Δ=3
2020-10-24,11469: Δ=72,1101: Δ=2
2020-10-23,11397: Δ=61,1099: Δ=2
2020-10-22,11336: Δ=62,1097: Δ=3
2020-10-21,11274: Δ=36,1094: Δ=1
2020-10-20,11238: Δ=62,1093: Δ=0
2020-10-19,11176: Δ=48,1093: Δ=2
2020-10-18,11128: Δ=43,1091: Δ=1
2020-10-17,11085: Δ=35,1090: Δ=3
2020-10-16,11050: Δ=42,1087: Δ=1
2020-10-15,11008: Δ=33,1086: Δ=0
2020-10-14,10975: Δ=33,1086: Δ=2
2020-10-13,10942: Δ=62,1084: Δ=1
2020-10-12,10880: Δ=56,1083: Δ=1
2020-10-11,10824: Δ=32,1082: Δ=2
2020-10-10,10792: Δ=53,1080: Δ=2
2020-10-09,10739: Δ=73,1078: Δ=1
2020-10-08,10666: Δ=34,1077: Δ=0
2020-10-07,10632: Δ=24,1077: Δ=3
2020-10-06,10608: Δ=50,1074: Δ=1
2020-10-05,10558: Δ=25,1073: Δ=2
2020-10-04,10533: Δ=52,1071: Δ=0
2020-10-03,10481: Δ=51,1071: Δ=3
2020-10-02,10430: Δ=46,1068: Δ=0
2020-10-01,10384: Δ=46,1068: Δ=2
2020-09-30,10338: Δ=30,1066: Δ=5
2020-09-29,10308: Δ=37,1061: Δ=2
2020-09-28,10271: Δ=24,1059: Δ=1
2020-09-27,10247: Δ=35,1058: Δ=0
2020-09-26,10212: Δ=42,1058: Δ=4
2020-09-25,10170: Δ=28,1054: Δ=3
2020-09-24,10142: Δ=35,1051: Δ=1
2020-09-23,10107: Δ=27,1050: Δ=2
2020-09-22,10080: Δ=15,1048: Δ=0
2020-09-21,10065: Δ=21,1048: Δ=1
2020-09-20,10044: Δ=29,1047: Δ=1
2020-09-19,10015: Δ=35,1046: Δ=2
2020-09-18,9980: Δ=48,1044: Δ=2
2020-09-17,9932: Δ=43,1042: Δ=4
2020-09-16,9889: Δ=25,1038: Δ=4
2020-09-15,9864: Δ=19,1034: Δ=0
2020-09-14,9845: Δ=13,1034: Δ=1
2020-09-13,9832: Δ=23,1033: Δ=3
2020-09-12,9809: Δ=29,1030: Δ=1
2020-09-11,9780: Δ=35,1029: Δ=0
2020-09-10,9745: Δ=29,1029: Δ=3
2020-09-09,9716: Δ=12,1026: Δ=0
2020-09-08,9704: Δ=4,1026: Δ=4
2020-09-07,9700: Δ=21,1022: Δ=0
2020-09-06,9679: Δ=25,1022: Δ=0
2020-09-05,9654: Δ=34,1022: Δ=0
2020-09-04,9620: Δ=23,1022: Δ=1
2020-09-03,9597: Δ=28,1021: Δ=2
2020-09-02,9569: Δ=-1481,1019: Δ=1
2020-09-01,11050: Δ=17,1018: Δ=0
2020-08-31,11033: Δ=27,1018: Δ=1
2020-08-30,11006: Δ=8,1017: Δ=1
2020-08-29,10998: Δ=28,1016: Δ=2
2020-08-28,10970: Δ=28,1014: Δ=3
2020-08-27,10942: Δ=20,1011: Δ=3
2020-08-26,10922: Δ=13,1008: Δ=2
2020-08-25,10909: Δ=24,1006: Δ=1
2020-08-24,10885: Δ=40,1005: Δ=1
2020-08-23,10845: Δ=0,1004: Δ=0
2020-08-22,10845: Δ=2,1004: Δ=0
2020-08-21,10843: Δ=29,1004: Δ=0
2020-08-20,10814: Δ=18,1004: Δ=0
2020-08-19,10796: Δ=114,1004: Δ=7
2020-08-18,10682: Δ=0,997: Δ=0
2020-08-17,10682: Δ=0,997: Δ=0
2020-08-16,10682: Δ=0,997: Δ=0
2020-08-15,10682: Δ=0,997: Δ=0
2020-08-14,10682: Δ=0,997: Δ=0
2020-08-13,10682: Δ=0,997: Δ=0
2020-08-12,10682: Δ=0,997: Δ=0
2020-08-11,10682: Δ=43,997: Δ=0
2020-08-10,10639: Δ=25,997: Δ=0
2020-08-09,10614: Δ=13,997: Δ=0
2020-08-08,10601: Δ=47,997: Δ=1
2020-08-07,10554: Δ=39,996: Δ=2
2020-08-06,10515: Δ=27,994: Δ=3
2020-08-05,10488: Δ=41,991: Δ=0
2020-08-04,10447: Δ=86,991: Δ=3
2020-08-03,10361: Δ=18,988: Δ=0
2020-08-02,10343: Δ=38,988: Δ=2
2020-08-01,10305: Δ=69,986: Δ=2
2020-07-31,10236: Δ=76,984: Δ=2
2020-07-30,10160: Δ=57,982: Δ=3
2020-07-29,10103: Δ=69,979: Δ=2
2020-07-28,10034: Δ=21,977: Δ=0
2020-07-27,10013: Δ=42,977: Δ=0
2020-07-26,9971: Δ=37,977: Δ=1
2020-07-25,9934: Δ=39,976: Δ=1
2020-07-24,9895: Δ=46,975: Δ=1
2020-07-23,9849: Δ=28,974: Δ=2
2020-07-22,9821: Δ=42,972: Δ=2
2020-07-21,9779: Δ=42,970: Δ=2
2020-07-20,9737: Δ=38,968: Δ=1
2020-07-19,9699: Δ=41,967: Δ=1
2020-07-18,9658: Δ=46,966: Δ=3
2020-07-17,9612: Δ=24,963: Δ=1
2020-07-16,9588: Δ=28,962: Δ=0
2020-07-15,9560: Δ=30,962: Δ=3
2020-07-14,9530: Δ=45,959: Δ=1
2020-07-13,9485: Δ=23,958: Δ=0
2020-07-12,9462: Δ=22,958: Δ=1
2020-07-11,9440: Δ=37,957: Δ=1
2020-07-10,9403: Δ=19,956: Δ=6
2020-07-09,9384: Δ=45,950: Δ=7
2020-07-08,9339: Δ=33,943: Δ=2
2020-07-07,9306: Δ=22,941: Δ=1
2020-07-06,9284: Δ=11,940: Δ=0
2020-07-05,9273: Δ=13,940: Δ=3
2020-07-04,9260: Δ=18,937: Δ=3
2020-07-03,9242: Δ=42,934: Δ=1
2020-07-02,9200: Δ=16,933: Δ=3
2020-07-01,9184: Δ=18,930: Δ=7
2020-06-30,9166: Δ=5,923: Δ=-7
2020-06-29,9161: Δ=10,930: Δ=3
2020-06-28,9151: Δ=26,927: Δ=0
2020-06-27,9125: Δ=25,927: Δ=0
2020-06-26,9100: Δ=18,927: Δ=3
2020-06-25,9082: Δ=26,924: Δ=1
2020-06-24,9056: Δ=14,923: Δ=4
2020-06-23,9042: Δ=32,919: Δ=5
2020-06-22,9010: Δ=16,914: Δ=2
2020-06-21,8994: Δ=11,912: Δ=4
2020-06-20,8983: Δ=21,908: Δ=1
2020-06-19,8962: Δ=27,907: Δ=2
2020-06-18,8935: Δ=27,905: Δ=2
2020-06-17,8908: Δ=16,903: Δ=12
2020-06-16,8892: Δ=20,891: Δ=1
2020-06-15,8872: Δ=6,890: Δ=2
2020-06-14,8866: Δ=6,888: Δ=6
2020-06-13,8860: Δ=18,882: Δ=0
2020-06-12,8842: Δ=33,882: Δ=6
2020-06-11,8809: Δ=35,876: Δ=3
2020-06-10,8774: Δ=21,873: Δ=3
2020-06-09,8753: Δ=38,870: Δ=4
2020-06-08,8715: Δ=2,866: Δ=3
2020-06-07,8713: Δ=24,863: Δ=4
2020-06-06,8689: Δ=43,859: Δ=4
2020-06-05,8646: Δ=21,855: Δ=1
2020-06-04,8625: Δ=12,854: Δ=4
2020-06-03,8613: Δ=13,850: Δ=5
2020-06-02,8600: Δ=14,845: Δ=4
2020-06-01,8586: Δ=507,841: Δ=20
2020-05-31,8079: Δ=63,821: Δ=6
2020-05-30,8016: Δ=57,815: Δ=4
2020-05-29,7959: Δ=40,811: Δ=12
2020-05-28,7919: Δ=39,799: Δ=5
2020-05-27,7880: Δ=17,794: Δ=3
2020-05-26,7863: Δ=19,791: Δ=7
2020-05-25,7844: Δ=32,784: Δ=2
2020-05-24,7812: Δ=53,782: Δ=8
2020-05-23,7759: Δ=35,774: Δ=3
2020-05-22,7724: Δ=33,771: Δ=12
2020-05-21,7691: Δ=84,759: Δ=10
2020-05-20,7607: Δ=42,749: Δ=14
2020-05-19,7565: Δ=41,735: Δ=7
2020-05-18,7524: Δ=50,728: Δ=3
2020-05-17,7474: Δ=62,725: Δ=6
2020-05-16,7412: Δ=81,719: Δ=9
2020-05-15,7331: Δ=73,710: Δ=14
2020-05-14,7258: Δ=129,696: Δ=20
2020-05-13,7129: Δ=83,676: Δ=13
2020-05-12,7046: Δ=42,663: Δ=2
2020-05-11,7004: Δ=52,661: Δ=11
2020-05-10,6952: Δ=65,650: Δ=15
2020-05-09,6887: Δ=86,635: Δ=12
2020-05-08,6801: Δ=72,623: Δ=15
2020-05-07,6729: Δ=119,608: Δ=12
2020-05-06,6610: Δ=144,596: Δ=21
2020-05-05,6466: Δ=84,575: Δ=20
2020-05-04,6382: Δ=102,555: Δ=5
2020-05-03,6280: Δ=93,550: Δ=15
2020-05-02,6187: Δ=122,535: Δ=13
2020-05-01,6065: Δ=169,522: Δ=23
2020-04-30,5896: Δ=196,499: Δ=15
2020-04-29,5700: Δ=133,484: Δ=36
2020-04-28,5567: Δ=169,448: Δ=19
2020-04-27,5398: Δ=110,429: Δ=11
2020-04-26,5288: Δ=116,418: Δ=18
2020-04-25,5172: Δ=193,400: Δ=32
2020-04-24,4979: Δ=438,368: Δ=33
2020-04-23,4541: Δ=329,335: Δ=23
2020-04-22,4212: Δ=150,312: Δ=22
2020-04-21,4062: Δ=102,290: Δ=27
2020-04-20,3960: Δ=171,263: Δ=17
2020-04-19,3789: Δ=130,246: Δ=29
2020-04-18,3659: Δ=160,217: Δ=20
2020-04-17,3499: Δ=157,197: Δ=22
2020-04-16,3342: Δ=220,175: Δ=26
2020-04-15,3122: Δ=153,149: Δ=24
2020-04-14,2969: Δ=131,125: Δ=18
2020-04-13,2838: Δ=189,107: Δ=14
2020-04-12,2649: Δ=254,93: Δ=12
2020-04-11,2395: Δ=179,81: Δ=15
2020-04-10,2216: Δ=209,66: Δ=14
2020-04-09,2007: Δ=229,52: Δ=10
2020-04-08,1778: Δ=186,42: Δ=6
2020-04-07,1592: Δ=210,36: Δ=6
2020-04-06,1382: Δ=111,30: Δ=3
2020-04-05,1271: Δ=72,27: Δ=1
2020-04-04,1199: Δ=154,26: Δ=1
2020-04-03,1045: Δ=107,25: Δ=3
2020-04-02,938: Δ=109,22: Δ=6
2020-04-01,829: Δ=91,16: Δ=3
2020-03-31,738: Δ=110,13: Δ=2
2020-03-30,628: Δ=80,11: Δ=1
2020-03-29,548: Δ=58,10: Δ=1
2020-03-28,490: Δ=97,9: Δ=2
