Date,Cases-Total: Δ=Daily-Change,Deaths-Total: Δ=Daily-Change
2021-06-15,6537: Δ=1,287: Δ=0
2021-06-14,6536: Δ=0,287: Δ=0
2021-06-13,6536: Δ=1,287: Δ=0
2021-06-12,6535: Δ=0,287: Δ=0
2021-06-11,6535: Δ=2,287: Δ=0
2021-06-10,6533: Δ=2,287: Δ=0
2021-06-09,6531: Δ=2,287: Δ=0
2021-06-08,6529: Δ=0,287: Δ=0
2021-06-07,6529: Δ=0,287: Δ=0
2021-06-06,6529: Δ=0,287: Δ=0
2021-06-05,6529: Δ=2,287: Δ=0
2021-06-04,6527: Δ=1,287: Δ=1
2021-06-03,6526: Δ=0,286: Δ=0
2021-06-02,6526: Δ=0,286: Δ=0
2021-06-01,6526: Δ=1,286: Δ=0
2021-05-31,6525: Δ=0,286: Δ=0
2021-05-30,6525: Δ=-4,286: Δ=0
2021-05-29,6529: Δ=3,286: Δ=0
2021-05-28,6526: Δ=0,286: Δ=0
2021-05-27,6526: Δ=5,286: Δ=0
2021-05-26,6521: Δ=7,286: Δ=0
2021-05-25,6514: Δ=1,286: Δ=0
2021-05-24,6513: Δ=1,286: Δ=0
2021-05-23,6512: Δ=2,286: Δ=0
2021-05-22,6510: Δ=4,286: Δ=0
2021-05-21,6506: Δ=4,286: Δ=0
2021-05-20,6502: Δ=5,286: Δ=1
2021-05-19,6497: Δ=3,285: Δ=0
2021-05-18,6494: Δ=4,285: Δ=0
2021-05-17,6490: Δ=5,285: Δ=0
2021-05-16,6485: Δ=7,285: Δ=0
2021-05-15,6478: Δ=8,285: Δ=0
2021-05-14,6470: Δ=7,285: Δ=0
2021-05-13,6463: Δ=7,285: Δ=0
2021-05-12,6456: Δ=15,285: Δ=0
2021-05-11,6441: Δ=4,285: Δ=0
2021-05-10,6437: Δ=6,285: Δ=2
2021-05-09,6431: Δ=10,283: Δ=0
2021-05-08,6421: Δ=9,283: Δ=0
2021-05-07,6412: Δ=19,283: Δ=0
2021-05-06,6393: Δ=18,283: Δ=0
2021-05-05,6375: Δ=16,283: Δ=1
2021-05-04,6359: Δ=11,282: Δ=0
2021-05-03,6348: Δ=10,282: Δ=0
2021-05-02,6338: Δ=14,282: Δ=0
2021-05-01,6324: Δ=29,282: Δ=0
2021-04-30,6295: Δ=19,282: Δ=0
2021-04-29,6276: Δ=23,282: Δ=0
2021-04-28,6253: Δ=27,282: Δ=0
2021-04-27,6226: Δ=2,282: Δ=0
2021-04-26,6224: Δ=20,282: Δ=0
2021-04-25,6204: Δ=22,282: Δ=0
2021-04-24,6182: Δ=18,282: Δ=0
2021-04-23,6164: Δ=20,282: Δ=0
2021-04-22,6144: Δ=19,282: Δ=0
2021-04-21,6125: Δ=30,282: Δ=0
2021-04-20,6095: Δ=16,282: Δ=0
2021-04-19,6079: Δ=14,282: Δ=0
2021-04-18,6065: Δ=17,282: Δ=0
2021-04-17,6048: Δ=25,282: Δ=0
2021-04-16,6023: Δ=34,282: Δ=0
2021-04-15,5989: Δ=34,282: Δ=0
2021-04-14,5955: Δ=30,282: Δ=1
2021-04-13,5925: Δ=22,281: Δ=0
2021-04-12,5903: Δ=24,281: Δ=0
2021-04-11,5879: Δ=30,281: Δ=0
2021-04-10,5849: Δ=40,281: Δ=0
2021-04-09,5809: Δ=39,281: Δ=0
2021-04-08,5770: Δ=35,281: Δ=0
2021-04-07,5735: Δ=31,281: Δ=2
2021-04-06,5704: Δ=19,279: Δ=0
2021-04-05,5685: Δ=44,279: Δ=1
2021-04-04,5641: Δ=0,278: Δ=0
2021-04-03,5641: Δ=35,278: Δ=1
2021-04-02,5606: Δ=47,277: Δ=1
2021-04-01,5559: Δ=52,276: Δ=0
2021-03-31,5507: Δ=48,276: Δ=1
2021-03-30,5459: Δ=18,275: Δ=0
2021-03-29,5441: Δ=20,275: Δ=0
2021-03-28,5421: Δ=31,275: Δ=3
2021-03-27,5390: Δ=48,272: Δ=1
2021-03-26,5342: Δ=45,271: Δ=0
2021-03-25,5297: Δ=43,271: Δ=2
2021-03-24,5254: Δ=43,269: Δ=0
2021-03-23,5211: Δ=25,269: Δ=0
2021-03-22,5186: Δ=31,269: Δ=0
2021-03-21,5155: Δ=36,269: Δ=0
2021-03-20,5119: Δ=34,269: Δ=1
2021-03-19,5085: Δ=22,268: Δ=0
2021-03-18,5063: Δ=23,268: Δ=1
2021-03-17,5040: Δ=28,267: Δ=0
2021-03-16,5012: Δ=14,267: Δ=1
2021-03-15,4998: Δ=20,266: Δ=1
2021-03-14,4978: Δ=18,265: Δ=1
2021-03-13,4960: Δ=14,264: Δ=0
2021-03-12,4946: Δ=8,264: Δ=0
2021-03-11,4938: Δ=17,264: Δ=1
2021-03-10,4921: Δ=6,263: Δ=1
2021-03-09,4915: Δ=8,262: Δ=0
2021-03-08,4907: Δ=6,262: Δ=0
2021-03-07,4901: Δ=6,262: Δ=0
2021-03-06,4895: Δ=2,262: Δ=0
2021-03-05,4893: Δ=10,262: Δ=0
2021-03-04,4883: Δ=8,262: Δ=1
2021-03-03,4875: Δ=5,261: Δ=0
2021-03-02,4870: Δ=-8,261: Δ=0
2021-03-01,4878: Δ=11,261: Δ=0
2021-02-28,4867: Δ=8,261: Δ=3
2021-02-27,4859: Δ=9,258: Δ=1
2021-02-26,4850: Δ=6,257: Δ=3
2021-02-25,4844: Δ=9,254: Δ=0
2021-02-24,4835: Δ=16,254: Δ=3
2021-02-23,4819: Δ=5,251: Δ=0
2021-02-22,4814: Δ=8,251: Δ=1
2021-02-21,4806: Δ=12,250: Δ=2
2021-02-20,4794: Δ=10,248: Δ=0
2021-02-19,4784: Δ=15,248: Δ=2
2021-02-18,4769: Δ=7,246: Δ=2
2021-02-17,4762: Δ=16,244: Δ=1
2021-02-16,4746: Δ=8,243: Δ=1
2021-02-15,4738: Δ=8,242: Δ=0
2021-02-14,4730: Δ=19,242: Δ=2
2021-02-13,4711: Δ=3,240: Δ=1
2021-02-12,4708: Δ=19,239: Δ=0
2021-02-11,4689: Δ=14,239: Δ=0
2021-02-10,4675: Δ=15,239: Δ=2
2021-02-09,4660: Δ=10,237: Δ=3
2021-02-08,4650: Δ=11,234: Δ=4
2021-02-07,4639: Δ=20,230: Δ=1
2021-02-06,4619: Δ=11,229: Δ=3
2021-02-05,4608: Δ=24,226: Δ=2
2021-02-04,4584: Δ=15,224: Δ=2
2021-02-03,4569: Δ=18,222: Δ=2
2021-02-02,4551: Δ=18,220: Δ=3
2021-02-01,4533: Δ=32,217: Δ=1
2021-01-31,4501: Δ=15,216: Δ=1
2021-01-30,4486: Δ=33,215: Δ=3
2021-01-29,4453: Δ=44,212: Δ=6
2021-01-28,4409: Δ=15,206: Δ=2
2021-01-27,4394: Δ=31,204: Δ=4
2021-01-26,4363: Δ=20,200: Δ=1
2021-01-25,4343: Δ=44,199: Δ=4
2021-01-24,4299: Δ=29,195: Δ=1
2021-01-23,4270: Δ=47,194: Δ=1
2021-01-22,4223: Δ=62,193: Δ=1
2021-01-21,4161: Δ=38,192: Δ=2
2021-01-20,4123: Δ=42,190: Δ=3
2021-01-19,4081: Δ=53,187: Δ=3
2021-01-18,4028: Δ=59,184: Δ=0
2021-01-17,3969: Δ=32,184: Δ=1
2021-01-16,3937: Δ=78,183: Δ=3
2021-01-15,3859: Δ=52,180: Δ=2
2021-01-14,3807: Δ=74,178: Δ=6
2021-01-13,3733: Δ=52,172: Δ=6
2021-01-12,3681: Δ=67,166: Δ=2
2021-01-11,3614: Δ=71,164: Δ=1
2021-01-10,3543: Δ=43,163: Δ=0
2021-01-09,3500: Δ=86,163: Δ=5
2021-01-08,3414: Δ=76,158: Δ=1
2021-01-07,3338: Δ=78,157: Δ=2
2021-01-06,3260: Δ=86,155: Δ=5
2021-01-05,3174: Δ=92,150: Δ=5
2021-01-04,3082: Δ=62,145: Δ=1
2021-01-03,3020: Δ=38,144: Δ=6
2021-01-02,2982: Δ=75,138: Δ=0
2021-01-01,2907: Δ=0,138: Δ=0
2020-12-31,2907: Δ=62,138: Δ=2
2020-12-30,2845: Δ=58,136: Δ=4
2020-12-29,2787: Δ=54,132: Δ=1
2020-12-28,2733: Δ=56,131: Δ=2
2020-12-27,2677: Δ=17,129: Δ=3
2020-12-26,2660: Δ=56,126: Δ=1
2020-12-25,2604: Δ=0,125: Δ=0
2020-12-24,2604: Δ=58,125: Δ=4
2020-12-23,2546: Δ=33,121: Δ=1
2020-12-22,2513: Δ=31,120: Δ=0
2020-12-21,2482: Δ=37,120: Δ=1
2020-12-20,2445: Δ=41,119: Δ=2
2020-12-19,2404: Δ=25,117: Δ=1
2020-12-18,2379: Δ=19,116: Δ=2
2020-12-17,2360: Δ=30,114: Δ=2
2020-12-16,2330: Δ=34,112: Δ=7
2020-12-15,2296: Δ=30,105: Δ=2
2020-12-14,2266: Δ=14,103: Δ=2
2020-12-13,2252: Δ=24,101: Δ=4
2020-12-12,2228: Δ=30,97: Δ=2
2020-12-11,2198: Δ=40,95: Δ=4
2020-12-10,2158: Δ=82,91: Δ=4
2020-12-09,2076: Δ=51,87: Δ=6
2020-12-08,2025: Δ=56,81: Δ=4
2020-12-07,1969: Δ=15,77: Δ=4
2020-12-06,1954: Δ=51,73: Δ=5
2020-12-05,1903: Δ=100,68: Δ=2
2020-12-04,1803: Δ=23,66: Δ=0
2020-12-03,1780: Δ=52,66: Δ=1
2020-12-02,1728: Δ=83,65: Δ=1
2020-12-01,1645: Δ=43,64: Δ=1
2020-11-30,1602: Δ=2,63: Δ=2
2020-11-29,1600: Δ=69,61: Δ=6
2020-11-28,1531: Δ=65,55: Δ=1
2020-11-27,1466: Δ=43,54: Δ=1
2020-11-26,1423: Δ=0,53: Δ=0
2020-11-25,1423: Δ=64,53: Δ=1
2020-11-24,1359: Δ=82,52: Δ=0
2020-11-23,1277: Δ=17,52: Δ=0
2020-11-22,1260: Δ=15,52: Δ=0
2020-11-21,1245: Δ=44,52: Δ=0
2020-11-20,1201: Δ=19,52: Δ=0
2020-11-19,1182: Δ=31,52: Δ=0
2020-11-18,1151: Δ=50,52: Δ=0
2020-11-17,1101: Δ=29,52: Δ=0
2020-11-16,1072: Δ=45,52: Δ=0
2020-11-15,1027: Δ=6,52: Δ=0
2020-11-14,1021: Δ=20,52: Δ=0
2020-11-13,1001: Δ=19,52: Δ=0
2020-11-12,982: Δ=29,52: Δ=0
2020-11-11,953: Δ=50,52: Δ=0
2020-11-10,903: Δ=42,52: Δ=0
2020-11-09,861: Δ=16,52: Δ=0
2020-11-08,845: Δ=7,52: Δ=0
2020-11-07,838: Δ=9,52: Δ=0
2020-11-06,829: Δ=11,52: Δ=0
2020-11-05,818: Δ=4,52: Δ=0
2020-11-04,814: Δ=6,52: Δ=0
2020-11-03,808: Δ=5,52: Δ=0
2020-11-02,803: Δ=14,52: Δ=0
2020-11-01,789: Δ=5,52: Δ=0
2020-10-31,784: Δ=1,52: Δ=0
2020-10-30,783: Δ=2,52: Δ=0
2020-10-29,781: Δ=1,52: Δ=0
2020-10-28,780: Δ=6,52: Δ=0
2020-10-27,774: Δ=9,52: Δ=1
2020-10-26,765: Δ=4,51: Δ=0
2020-10-25,761: Δ=10,51: Δ=0
2020-10-24,751: Δ=4,51: Δ=0
2020-10-23,747: Δ=3,51: Δ=0
2020-10-22,744: Δ=2,51: Δ=0
2020-10-21,742: Δ=0,51: Δ=0
2020-10-20,742: Δ=2,51: Δ=0
2020-10-19,740: Δ=4,51: Δ=0
2020-10-18,736: Δ=0,51: Δ=0
2020-10-17,736: Δ=1,51: Δ=0
2020-10-16,735: Δ=0,51: Δ=0
2020-10-15,735: Δ=2,51: Δ=0
2020-10-14,733: Δ=1,51: Δ=0
2020-10-13,732: Δ=2,51: Δ=0
2020-10-12,730: Δ=0,51: Δ=0
2020-10-11,730: Δ=0,51: Δ=0
2020-10-10,730: Δ=1,51: Δ=0
2020-10-09,729: Δ=3,51: Δ=0
2020-10-08,726: Δ=0,51: Δ=0
2020-10-07,726: Δ=1,51: Δ=0
2020-10-06,725: Δ=0,51: Δ=0
2020-10-05,725: Δ=2,51: Δ=1
2020-10-04,723: Δ=5,50: Δ=0
2020-10-03,718: Δ=0,50: Δ=0
2020-10-02,718: Δ=2,50: Δ=0
2020-10-01,716: Δ=0,50: Δ=0
2020-09-30,716: Δ=-1,50: Δ=0
2020-09-29,717: Δ=4,50: Δ=0
2020-09-28,713: Δ=2,50: Δ=1
2020-09-27,711: Δ=4,49: Δ=0
2020-09-26,707: Δ=0,49: Δ=0
2020-09-25,707: Δ=2,49: Δ=0
2020-09-24,705: Δ=-1,49: Δ=0
2020-09-23,706: Δ=2,49: Δ=0
2020-09-22,704: Δ=2,49: Δ=0
2020-09-21,702: Δ=1,49: Δ=0
2020-09-20,701: Δ=0,49: Δ=0
2020-09-19,701: Δ=-1,49: Δ=0
2020-09-18,702: Δ=10,49: Δ=0
2020-09-17,692: Δ=2,49: Δ=0
2020-09-16,690: Δ=3,49: Δ=2
2020-09-15,687: Δ=2,47: Δ=0
2020-09-14,685: Δ=2,47: Δ=0
2020-09-13,683: Δ=2,47: Δ=1
2020-09-12,681: Δ=2,46: Δ=0
2020-09-11,679: Δ=2,46: Δ=0
2020-09-10,677: Δ=1,46: Δ=0
2020-09-09,676: Δ=4,46: Δ=0
2020-09-08,672: Δ=0,46: Δ=0
2020-09-07,672: Δ=2,46: Δ=0
2020-09-06,670: Δ=-2,46: Δ=0
2020-09-05,672: Δ=3,46: Δ=0
2020-09-04,669: Δ=0,46: Δ=0
2020-09-03,669: Δ=4,46: Δ=0
2020-09-02,665: Δ=-41,46: Δ=0
2020-09-01,706: Δ=3,46: Δ=0
2020-08-31,703: Δ=1,46: Δ=0
2020-08-30,702: Δ=1,46: Δ=0
2020-08-29,701: Δ=5,46: Δ=0
2020-08-28,696: Δ=4,46: Δ=0
2020-08-27,692: Δ=3,46: Δ=0
2020-08-26,689: Δ=3,46: Δ=0
2020-08-25,686: Δ=4,46: Δ=0
2020-08-24,682: Δ=8,46: Δ=0
2020-08-23,674: Δ=0,46: Δ=0
2020-08-22,674: Δ=-1,46: Δ=0
2020-08-21,675: Δ=1,46: Δ=0
2020-08-20,674: Δ=1,46: Δ=0
2020-08-19,673: Δ=6,46: Δ=0
2020-08-18,667: Δ=0,46: Δ=0
2020-08-17,667: Δ=0,46: Δ=0
2020-08-16,667: Δ=0,46: Δ=0
2020-08-15,667: Δ=0,46: Δ=0
2020-08-14,667: Δ=0,46: Δ=0
2020-08-13,667: Δ=0,46: Δ=0
2020-08-12,667: Δ=0,46: Δ=0
2020-08-11,667: Δ=-1,46: Δ=0
2020-08-10,668: Δ=0,46: Δ=0
2020-08-09,668: Δ=1,46: Δ=0
2020-08-08,667: Δ=0,46: Δ=0
2020-08-07,667: Δ=1,46: Δ=0
2020-08-06,666: Δ=2,46: Δ=0
2020-08-05,664: Δ=3,46: Δ=0
2020-08-04,661: Δ=4,46: Δ=0
2020-08-03,657: Δ=0,46: Δ=0
2020-08-02,657: Δ=3,46: Δ=0
2020-08-01,654: Δ=1,46: Δ=0
2020-07-31,653: Δ=5,46: Δ=0
2020-07-30,648: Δ=0,46: Δ=1
2020-07-29,648: Δ=1,45: Δ=0
2020-07-28,647: Δ=2,45: Δ=0
2020-07-27,645: Δ=2,45: Δ=0
2020-07-26,643: Δ=5,45: Δ=0
2020-07-25,638: Δ=2,45: Δ=0
2020-07-24,636: Δ=7,45: Δ=0
2020-07-23,629: Δ=3,45: Δ=0
2020-07-22,626: Δ=1,45: Δ=0
2020-07-21,625: Δ=1,45: Δ=0
2020-07-20,624: Δ=1,45: Δ=0
2020-07-19,623: Δ=1,45: Δ=0
2020-07-18,622: Δ=4,45: Δ=0
2020-07-17,618: Δ=2,45: Δ=0
2020-07-16,616: Δ=1,45: Δ=0
2020-07-15,615: Δ=0,45: Δ=0
2020-07-14,615: Δ=0,45: Δ=0
2020-07-13,615: Δ=2,45: Δ=0
2020-07-12,613: Δ=2,45: Δ=0
2020-07-11,611: Δ=1,45: Δ=0
2020-07-10,610: Δ=1,45: Δ=0
2020-07-09,609: Δ=5,45: Δ=0
2020-07-08,604: Δ=0,45: Δ=0
2020-07-07,604: Δ=0,45: Δ=0
2020-07-06,604: Δ=2,45: Δ=0
2020-07-05,602: Δ=0,45: Δ=0
2020-07-04,602: Δ=0,45: Δ=0
2020-07-03,602: Δ=2,45: Δ=1
2020-07-02,600: Δ=3,44: Δ=0
2020-07-01,597: Δ=3,44: Δ=0
2020-06-30,594: Δ=0,44: Δ=0
2020-06-29,594: Δ=0,44: Δ=0
2020-06-28,594: Δ=0,44: Δ=0
2020-06-27,594: Δ=2,44: Δ=0
2020-06-26,592: Δ=1,44: Δ=0
2020-06-25,591: Δ=0,44: Δ=0
2020-06-24,591: Δ=0,44: Δ=0
2020-06-23,591: Δ=0,44: Δ=0
2020-06-22,591: Δ=1,44: Δ=0
2020-06-21,590: Δ=4,44: Δ=0
2020-06-20,586: Δ=1,44: Δ=0
2020-06-19,585: Δ=1,44: Δ=2
2020-06-18,584: Δ=2,42: Δ=0
2020-06-17,582: Δ=4,42: Δ=0
2020-06-16,578: Δ=-1,42: Δ=0
2020-06-15,579: Δ=-1,42: Δ=0
2020-06-14,580: Δ=0,42: Δ=0
2020-06-13,580: Δ=5,42: Δ=0
2020-06-12,575: Δ=0,42: Δ=1
2020-06-11,575: Δ=1,41: Δ=0
2020-06-10,574: Δ=-1,41: Δ=0
2020-06-09,575: Δ=0,41: Δ=0
2020-06-08,575: Δ=1,41: Δ=1
2020-06-07,574: Δ=1,40: Δ=0
2020-06-06,573: Δ=2,40: Δ=0
2020-06-05,571: Δ=3,40: Δ=0
2020-06-04,568: Δ=2,40: Δ=0
2020-06-03,566: Δ=-2,40: Δ=0
2020-06-02,568: Δ=1,40: Δ=0
2020-06-01,567: Δ=23,40: Δ=0
2020-05-31,544: Δ=0,40: Δ=0
2020-05-30,544: Δ=0,40: Δ=0
2020-05-29,544: Δ=5,40: Δ=0
2020-05-28,539: Δ=0,40: Δ=0
2020-05-27,539: Δ=2,40: Δ=1
2020-05-26,537: Δ=14,39: Δ=1
2020-05-25,523: Δ=3,38: Δ=0
2020-05-24,520: Δ=5,38: Δ=0
2020-05-23,515: Δ=5,38: Δ=0
2020-05-22,510: Δ=1,38: Δ=1
2020-05-21,509: Δ=9,37: Δ=0
2020-05-20,500: Δ=3,37: Δ=0
2020-05-19,497: Δ=0,37: Δ=0
2020-05-18,497: Δ=0,37: Δ=0
2020-05-17,497: Δ=2,37: Δ=0
2020-05-16,495: Δ=4,37: Δ=0
2020-05-15,491: Δ=3,37: Δ=0
2020-05-14,488: Δ=2,37: Δ=0
2020-05-13,486: Δ=1,37: Δ=0
2020-05-12,485: Δ=7,37: Δ=0
2020-05-11,478: Δ=3,37: Δ=0
2020-05-10,475: Δ=3,37: Δ=0
2020-05-09,472: Δ=0,37: Δ=0
2020-05-08,472: Δ=8,37: Δ=0
2020-05-07,464: Δ=3,37: Δ=0
2020-05-06,461: Δ=4,37: Δ=1
2020-05-05,457: Δ=4,36: Δ=0
2020-05-04,453: Δ=2,36: Δ=0
2020-05-03,451: Δ=3,36: Δ=0
2020-05-02,448: Δ=4,36: Δ=0
2020-05-01,444: Δ=2,36: Δ=1
2020-04-30,442: Δ=2,35: Δ=1
2020-04-29,440: Δ=10,34: Δ=3
2020-04-28,430: Δ=2,31: Δ=0
2020-04-27,428: Δ=0,31: Δ=0
2020-04-26,428: Δ=3,31: Δ=0
2020-04-25,425: Δ=0,31: Δ=0
2020-04-24,425: Δ=7,31: Δ=0
2020-04-23,418: Δ=14,31: Δ=0
2020-04-22,404: Δ=0,31: Δ=2
2020-04-21,404: Δ=17,29: Δ=1
2020-04-20,387: Δ=0,28: Δ=-1
2020-04-19,387: Δ=2,29: Δ=2
2020-04-18,385: Δ=2,27: Δ=1
2020-04-17,383: Δ=1,26: Δ=0
2020-04-16,382: Δ=12,26: Δ=3
2020-04-15,370: Δ=10,23: Δ=0
2020-04-14,360: Δ=5,23: Δ=1
2020-04-13,355: Δ=5,22: Δ=0
2020-04-12,350: Δ=14,22: Δ=0
2020-04-11,336: Δ=7,22: Δ=0
2020-04-10,329: Δ=25,22: Δ=1
2020-04-09,304: Δ=23,21: Δ=1
2020-04-08,281: Δ=3,20: Δ=2
2020-04-07,278: Δ=10,18: Δ=5
2020-04-06,268: Δ=10,13: Δ=0
2020-04-05,258: Δ=5,13: Δ=3
2020-04-04,253: Δ=13,10: Δ=3
2020-04-03,240: Δ=27,7: Δ=0
2020-04-02,213: Δ=30,7: Δ=1
2020-04-01,183: Δ=12,6: Δ=0
2020-03-31,171: Δ=9,6: Δ=1
2020-03-30,162: Δ=11,5: Δ=0
2020-03-29,151: Δ=32,5: Δ=1
2020-03-28,119: Δ=14,4: Δ=0
2020-03-27,105: Δ=32,4: Δ=2
2020-03-26,73: Δ=2,2: Δ=0
2020-03-25,71: Δ=34,2: Δ=0
2020-03-24,37: Δ=11,2: Δ=1
2020-03-23,26: Δ=3,1: Δ=0
2020-03-22,23: Δ=2,1: Δ=1
2020-03-21,21: Δ=1,0: Δ=0
2020-03-20,20: Δ=2,0: Δ=0
2020-03-19,18: Δ=1,0: Δ=0
2020-03-18,17: Δ=3,0: Δ=0
2020-03-17,14: Δ=3,0: Δ=0
2020-03-16,11: Δ=2,0: Δ=0
2020-03-15,9: Δ=0,0: Δ=0
2020-03-14,9: Δ=0,0: Δ=0
2020-03-13,9: Δ=0,0: Δ=0
2020-03-12,9: Δ=0,0: Δ=0
2020-03-11,9: Δ=2,0: Δ=0
2020-03-10,7: Δ=2,0: Δ=0
2020-03-09,5: Δ=4,0: Δ=0
2020-03-08,1: Δ=0,0: Δ=0
2020-03-07,1: Δ=1,0: Δ=0
